"","Station","VisitNo","SampleID_key","SampleID_frp","QAQC.x","GearType","GearTypeAbbreviation","Habitat","SeineCode","TowDirection","HabitatMorphology","DepthOfWater","CableOut","LengthOfTrawl","Width","Netter","StartTime","EndTime","Duration","PercentOpen","DepthOfSample","LatitudeStart","LongitudeStart","LatitudeEnd","LongitudeEnd","NetMeterSerial","NetMeterStart","NetMeterEnd","Volts","DutyCycle","Amps","PulseRate","VolumeEstimated","SeineDeploymentType","GearDetail","Silt","Sand","Gravel","Cobble","Boulder","Organics","MassOfStandardLow","MassOfStandardHigh","QuestionableData.x","VegetationInSample","FlowType","DragMethod","NetNumber","CodEnd","CodEndPercent","GpsUnit","GpsAccuracy","Comments.x","Flagged_Data.x","QAQC.y","Boat","Crew","Location","Visit.Date","Weather","WindWaves","WindDirection","Tide","Secchi","SurfTemp","DO","SC","pH","Turbidity","Phycocyanin","Chlorophyll","FDOM","Microcystis","SondeNo","Wetland","DataQuality","QuestionableData.y","SiteComments","ID","Current","abbreviation","Lat","Lon","Region","Notes","site","sitetype","Region2","Comments.y","Flagged_Data.y","Visit.Date2","DateTime","year","month","Season"
"208","STAC-UNK",6066,10323,"LAMOPE05-STAC-18APR2022","true","Seine","LAMOPE",""," 1. No twists; snags; or tears"," 2= against flow"," ",3.6,NA,NA,NA,"","11:09","",NA,NA,NA,38.096038,121.586957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",1,NA," 0%",NA,NA," no veg in net",NA,"true","Mudsucker","MA;ED;KMP;KS","WTIB",2022-04-18,"2=33-66% clouds","1=wind 1-3 mph; scaley ripples"," W"," 2=ebb",NA,16.3,10.27,283,8.1,6.2,0.35,0.38,12.7," 1=absent",1," Outside",NA," false"," GPS #6 accuracy 6m  Paired? Y  WTIB-01-2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-18,"2022-04-18 11:09",2022,4,"Spring"
"209","STAC-UNK",6067,10324,"LAMOPE06-STAC-18APR2022","true","Seine","LAMOPE",""," 1. No twists; snags; or tears"," 2= against flow"," ",2.3,NA,NA,NA,"","11:31","",NA,NA,NA,38.093627,121.582076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",1,NA," 1-33%",NA,NA," ",NA,"true","Mudsucker","MA;ED;KMP;KS","WTIB",2022-04-18,"2=33-66% clouds","1=wind 1-3 mph; scaley ripples"," W"," 2=ebb",NA,15.9,9.6,270,7.9,10.3,0.41,0.64,12.3," 1=absent",1," Outside",NA," false"," WTIB-03-2022  no secchi  GPS 6 accuracy 3m  Paired? Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-18,"2022-04-18 11:31",2022,4,"Spring"
"210","STAC-UNK",7135,12133,"LAMOPE05-WTIB-15DEC2022","true","Seine","LAMOPE",""," 2. Partial twist; snag; or tear"," 2= against flow"," ",3.5,NA,NA,NA,"","13:52","",NA,NA,NA,38.096282,121.588084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",1,NA," 34-66%",NA,NA," GPS 5 Accuracy 3m; Paired N; CODE 2 - DEPTH. DOMINANT VEGETATION IN NET: HYACINTH; EGERIA",NA,"true","Mudsucker","AC;DMC;ED;GP","WTIB",2022-12-15,"1=0-33% clouds","0=Calm; glassy"," NE"," 2=ebb",131,10.2,10.45,4373,7.5,3.8,0.2,0.43,13.9," 1=absent",2," Inside",NA," false"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-15,"2022-12-15 13:52",2022,12,"Fall"
"211","STAC-UNK",7137,12135,"LAMOPE06-WTIB-15DEC2022","true","Seine","LAMOPE",""," 2. Partial twist; snag; or tear"," 2= against flow"," ",3.5,NA,NA,NA,"","14:15","",NA,NA,NA,38.094402,121.5816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",1,NA," 34-66%",NA,NA," GPS 5 Accuracy 2m; Paired N; SECCHI - THICK VEG; POSSIBLE IT WAS SWALLOWED BY VEG. CODE 2 - COD END FULL OF MUD WASHED OUT IN WATER BEFORE BRINGING ONBOARD; CHANCE THAT ANY SMALLER FISH COULD HAVE BEEN LOST BUT CANT CONFIRM",NA,"true","Mudsucker","AC;DMC;ED;GP","WTIB",2022-12-15,"1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NE"," 2=ebb",100,10.1,10.44,443,7.5,3.4,0.24,0.38,14.2," 1=absent",2," ",NA," false"," Inside?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-15,"2022-12-15 14:15",2022,12,"Fall"
"212","STAC-UNK",7138,12136,"LAMOPE07-WTIB-15DEC2022","true","Seine","LAMOPE",""," 2. Partial twist; snag; or tear"," 2= against flow"," ",5.1,NA,NA,NA,"","14:35","",NA,NA,NA,38.094323,121.585876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",1,NA," 1-33%",NA,NA," GPS 5 Accuracy 2m; Paired N; CODE 2 - DEPTH. DOMINANT VEGETATION IN NET: EGERIA",NA,"true","Mudsucker","AC;DMC;ED;GP","WTIB",2022-12-15,"1=0-33% clouds","0=Calm; glassy"," NA"," 2=ebb",145,9.9,10.46,447,7.5,4,0.2,0.4,14.1," 1=absent",2," ",NA," false"," Inside?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-15,"2022-12-15 14:35",2022,12,"Fall"
"213","STAC-UNK",7221,12223,"LAMOPE05-WTIB-30NOV2022","true","Seine","LAMOPE",""," 1. No twists; snags; or tears"," 2= against flow"," ",3.2,NA,NA,NA,"","14:26","",NA,NA,NA,38.094736,121.590634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",1,NA," 1-33%",NA,NA," GPS 5; ACCURACY 3M. NOT PAIRED. DOMINANT VEGETATION IN NET: EGEDEN; MYRSPI. TADPOLE = BULLFROG",NA,"true","Mudsucker","AC;ED;GP;KS","WTIB",2022-11-30,"1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 2=ebb",167,11.4,10.46,622,7.7,3.8,0.2,0.43,8.7," 1=absent",2," Inside",NA," false"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-11-30,"2022-11-30 14:26",2022,11,"Fall"
"214","STAC-UNK",7222,12224,"LAMOPE06-WTIB-30NOV2022","true","Seine","LAMOPE",""," 1. No twists; snags; or tears"," 2= against flow"," ",3.2,NA,NA,NA,"","14:53","",NA,NA,NA,38.0961,121.587181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",1,NA," 1-33%",NA,NA," GPS 5; ACCURACY 2. NOT PAIRED. DOMINANT VEGETATION IN NET: EGEDEN; HYACINTH",NA,"true","Mudsucker","AC;ED;GP;KS","WTIB",2022-11-30,"1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 2=ebb",151,11.5,10.52,615,7.8,3.8,0.19,0.56,8.6," 1=absent",2," Inside",NA," false"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-11-30,"2022-11-30 14:53",2022,11,"Fall"
"215","STAC-UNK",7223,12225,"LAMOPE07-WTIB-30NOV2022","true","Seine","LAMOPE",""," 1. No twists; snags; or tears"," 2= against flow"," ",1.1,NA,NA,NA,"","15:09","",NA,NA,NA,38.096435,121.589317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",1,NA," 34-66%",NA,NA," GPS 5; ACCURACY 2M. NOT PAIRED; DOMINANT VEGETATION IN NET: HYACINTH; EGEDEN; MYRSPI",NA,"true","Mudsucker","AC;ED;GP;KS","WTIB",2022-11-30,"1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NA"," 2=ebb",NA,11.5,10.53,616,7.7,3.8,0.18,0.43,8.5," 1=absent",2," Inside",NA," false"," SECCHI HIT BOTTOM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-11-30,"2022-11-30 15:09",2022,11,"Fall"
"216","STAI-LIBE",6651,11473,"LAMOPE07-STAI-04MAY2022","true","Seine","LAMOPE",""," 2. Partial twist; snag; or tear"," 2= against flow"," ",3.1,NA,NA,NA,"","11:44","",NA,NA,NA,38.315324,121.667464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",3,NA," 0%",NA,NA," Paired? N",NA,"true","Mudsucker","DMC;ED;GP;KS","Stairsteps-Liberty Cut",2022-05-04,"1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SE"," 2=ebb",115,17.9,9.48,284,8.6,3.9,0.08,0.24,9.2," 1=absent",2," Inside",NA," false"," code 2 due to twist in one of the wings",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-04,"2022-05-04 11:44",2022,5,"Spring"
"217","STAI-LIBE",7164,12165,"BIGLAM01-STAI-15NOV2022","true","Seine","BIGLAM",""," 1. No twists; snags; or tears"," 2= against flow"," ",NA,NA,NA,NA,"","08:26","",NA,NA,NA,38.33511,121.667489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",0,NA," 1-33%",NA,NA," GPS 5; ACCURACY 3M. NOT PAIRED. DOMINANT VEGETATION IN NET: CURLY",NA,"true","Mudsucker","MA;ED;SH;GP","Stairsteps-Liberty Cut",2022-11-15,"1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," N"," 4=flood",192,10.6,10.78,239,7.6,2.6,0.12,0.36,8.9," 1=absent",2," Inside",NA," false"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-11-15,"2022-11-15 08:26",2022,11,"Fall"
"218","STAI-LIBE",6652,11474,"LAMOPE08-STAI-04MAY2022","true","Seine","LAMOPE",""," 1. No twists; snags; or tears"," 2= against flow"," ",3.5,NA,NA,NA,"","11:57","",NA,NA,NA,38.307274,121.66695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",3,NA," 0%",NA,NA," gps 6 accuracy 3m",NA,"true","Mudsucker","DMC;ED;GP;KS","Stairsteps-Liberty Cut",2022-05-04,"1=0-33% clouds","0=Calm; glassy"," SE"," 2=ebb",134,17.7,9.11,282,8.5,4.1,0.07,0.23,9.3," 1=absent",2," Inside",NA," false"," Paired? N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-04,"2022-05-04 11:57",2022,5,"Spring"
"219","STAI-M",6650,11472,"LAMOPE06-STAI-04MAY2022","true","Seine","LAMOPE",""," 4. DTS"," "," ",2.4,NA,NA,NA,"","11:23","",NA,NA,NA,38.329244,121.677368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",3,NA," ",NA,NA," gps 6 accuracy 3m",NA,"true","Mudsucker","DMC;ED;GP;KS","Stairsteps-Liberty Cut",2022-05-04,"1=0-33% clouds","0=Calm; glassy"," SE"," 2=ebb",92,17.8,8.29,386,7.8,6.6,0.11,0.42,11.7," 1=absent",2," Inside",NA," false"," STAI-06 was a code 4 due to too many snags",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-04,"2022-05-04 11:23",2022,5,"Spring"
"220","STAI-N",7165,12166,"BIGLAM02-STAI-15NOV2022","true","Seine","BIGLAM",""," 3. Complete twist; snag; or large tear"," 2= against flow"," ",1.7,NA,NA,NA,"","08:44","",NA,NA,NA,38.335729,121.658282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",0,NA," ",NA,NA," CODE 3; NET HUNG UP ON LOG; RIPPED HOLES IN ENT; LARGE LAMPARA IS DONE FOR TODAY",NA,"true","Mudsucker","MA;ED;SH;GP","Stairsteps-Liberty Cut",2022-11-15,"1=0-33% clouds","0=Calm; glassy"," N"," 4=flood",162,10.3,10.72,251,7.7,3,0.12,0.35,9.2," 1=absent",2," Inside",NA," false"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-11-15,"2022-11-15 08:44",2022,11,"Fall"
"221","STAI-UNK",7166,12167,"LAMOPE01-STAI-15NOV2022","true","Seine","LAMOPE",""," 1. No twists; snags; or tears"," 2= against flow"," ",1.8,NA,NA,NA,"","09:15","",NA,NA,NA,38.330568,121.676058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",NA,NA," 1-33%",NA,NA," GPS5; ACCURACY 5M. NOT PAIRED. DOMINANT VEGETATION IN NET: ELODIA.",NA,"true","Mudsucker","MA;ED;SH;GP","Stairsteps-Liberty Cut",2022-11-15,"1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," N"," 4=flood",NA,10.7,9.92,248,7.5,3.2,0.38,0.43,10.1," 1=absent",2," Inside",NA," false"," SECCHI HIT BOTTOM. CS 05 FEDS SAMPLING AT SAME TIME (EDSM)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-11-15,"2022-11-15 09:15",2022,11,"Fall"
"222","STAI-UNK",7167,12168,"LAMOPE02-STAI-15NOV2022","true","Seine","LAMOPE",""," 1. No twists; snags; or tears"," 2= against flow"," ",2.1,NA,NA,NA,"","09:43","",NA,NA,NA,38.325399,121.684549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",NA,NA," 1-33%",NA,NA," GPS 5; ACCURACY 2M. NOT PAIRED. DOMINANT VEGETATION IN SAMPLE: FILALG.",NA,"true","Mudsucker","MA;ED;SH;GP","Stairsteps-Liberty Cut",2022-11-15,"1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," N"," 4=flood",NA,11,9.54,251,7.6,2.4,0.11,0.38,11.3," 1=absent",2," ",NA," false"," SECCHI GREATED THAN 200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-11-15,"2022-11-15 09:43",2022,11,"Fall"
"223","STAI-UNK",6045,10302,"LAMOPE07-STAI-05APR2022","true","Seine","LAMOPE",""," 1. No twists; snags; or tears"," 2= against flow"," ",3.6,NA,NA,NA,"","13:11","",NA,NA,NA,38.328954,121.678844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",1,NA," 0%",NA,NA," STAI_04_2022. % Cod end filled: 0%",NA,"true","Mudsucker","JC;ED;GP;KS","Stairsteps-Liberty Cut",2022-04-05,"1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," N"," 2=ebb",71,16.9,8.53,473,8,7.1,0.15,0.55,12," 1=absent",2," Inside",NA," false"," STAI_04_2022. Paired: N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-05,"2022-04-05 13:11",2022,4,"Spring"
"224","STAI-UNK",6048,10306,"LAMOPE06-STAI-05APR2022","true","Seine","LAMOPE",""," 1. No twists; snags; or tears"," 3= unknown"," ",1.8,NA,NA,NA,"","12:35","",NA,NA,NA,38.33851,121.65749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",1,NA," 0%",NA,NA," % Cod end filled: 0%",NA,"true","Mudsucker","JC;ED;GP;KS","Stairsteps-Liberty Cut",2022-04-05,"1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," N"," 2=ebb",36,17.2,7.94,570,8,18,0.21,0.72,12.2," 1=absent",2," ",NA," false"," STAI_01_2022. GPS 6; accuracy 9. Paired: N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-05,"2022-04-05 12:35",2022,4,"Spring"
"225","STAI-UNK",6050,10307,"LAMOPE5-STAI-05APR2022","true","Seine","LAMOPE",""," 3. Complete twist; snag; or large tear"," "," ",1.9,NA,NA,NA,"","11:52","",NA,NA,NA,38.342756,121.657299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",NA,NA," ",NA,NA," multiple large holes; branches ripped net; needs to be redone - KJS. holes repaired in field - ED.",NA,"true","Mudsucker","JC;ED;GP;KS","Stairsteps-Liberty Cut",2022-04-05,"1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," N"," 2=ebb",41,16.8,7.82,564,8,15.1,0.2,0.06,12.4," 1=absent",2," ",NA," false"," Paired: N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-05,"2022-04-05 11:52",2022,4,"Spring"
"226","STAI-UNK",6059,10316,"LAMOPE04-STAI-05APR2022","true","Seine","LAMOPE",""," 1. No twists; snags; or tears"," 3= unknown"," ",0.6,NA,NA,NA,"","10:29","",NA,NA,NA,38.34972,121.649603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",1,NA," 1-33%",NA,NA," STAI_02_2022. % Cod end filled: 1-33% ",NA,"true","Mudsucker","JC;ED;GP;KS","Stairsteps-Liberty Cut",2022-04-05,"1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," N"," 2=ebb",30,16.8,7.52,629,8,21.9,0.22,0.74,12.4," 1=absent",2," ",NA," false"," Paired: N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-05,"2022-04-05 10:29",2022,4,"Spring"
"227","STAI-UNK",7124,12122,"LAMOPE05-STAI-14DEC2022","true","Seine","LAMOPE",""," 1. No twists; snags; or tears"," 2= against flow"," ",3.4,NA,NA,NA,"","12:41","",NA,NA,NA,38.328822,121.676079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",3,NA," 0%",NA,NA," GPS 5 Accuracy 2m; Paired N",NA,"true","Mudsucker","CB;ED;GP;KS","Stairsteps-Liberty Cut",2022-12-14,"1=0-33% clouds","0=Calm; glassy"," NA"," 2=ebb",60,8.8,9.45,293,7.3,12.2,0.4,0.91,17.8," 1=absent",2," Inside",NA," false"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-14,"2022-12-14 12:41",2022,12,"Fall"
"228","STAI-UNK",7125,12123,"LAMOPE06-STAI-14DEC2022","true","Seine","LAMOPE",""," 2. Partial twist; snag; or tear"," 2= against flow"," ",3.6,NA,NA,NA,"","13:07","",NA,NA,NA,38.309053,121.667451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",1,NA," 34-66%",NA,NA," GPS 5 Accuracy 4m; Paired N; A LOT OF SAV; HARD TO GET SECCHI. CODE 2 - DEEP. DOMINANT VEGETATION IN SAMPLE: EGERIA; HYANCINTH",NA,"true","Mudsucker","CB;ED;GP;KS","Stairsteps-Liberty Cut",2022-12-14,"1=0-33% clouds","0=Calm; glassy"," NA"," 2=ebb",123,9.4,11.09,217,7.7,3.1,0.22,0.28,7.8," 1=absent",2," Inside",NA," false"," Hard to get secchi due to high SAV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-14,"2022-12-14 13:07",2022,12,"Fall"
"229","STAI-UNK",7123,12121,"LAMOPE04-STAI-14DEC2022","true","Seine","LAMOPE",""," 1. No twists; snags; or tears"," 2= against flow"," ",3.5,NA,NA,NA,"","12:23","",NA,NA,NA,38.33032,121.676063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",1,NA," 0%",NA,NA," GPS 5 Accuracy 2m; Paired N; DEPTH FROM HANDHELD; DO NOT ADJUST FOR DRAFT OF BOAT",NA,"true","Mudsucker","CB;ED;GP;KS","Stairsteps-Liberty Cut",2022-12-14,"1=0-33% clouds","0=Calm; glassy"," NA"," 2=ebb",60,8.9,10.1,293,7.4,10.9,0.3,0.75,18.2," 1=absent",2," Inside",NA," false"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-14,"2022-12-14 12:23",2022,12,"Fall"
"230","TULE-CH-LG-NW",6401,10941,"LAMOPE01-TULE-25APR2022","true","Seine","LAMOPE",""," 1. No twists; snags; or tears"," 2= against flow"," ",1.3,NA,NA,NA,"","08:05","",NA,NA,NA,38.13366,121.99234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",3,NA," 0%",NA,NA," ",NA,"true","Mudsucker","DC;DMC;ED;SH","Tule Red",2022-04-25,"1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 4=flood",14,15.3,9.24,12585,8,114.5,0.76,1.2,7.6," 1=absent",1," Inside",NA," false"," TULE-01-2022; used lowrance for GPS; around 50 mysid in net; repaired net along lead line bc it began to come undone .  Paired? N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-25,"2022-04-25 08:05",2022,4,"Spring"
"231","TULE-CH-LG-NW",6403,10943,"LAMOPE03-TULE-25APR2022","true","Seine","LAMOPE",""," 1. No twists; snags; or tears"," 2= against flow"," ",1.2,NA,NA,NA,"","09:10","",NA,NA,NA,38.13257,121.99169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",3,NA," 0%",NA,NA," ",NA,"true","Mudsucker","DC;DMC;ED;SH","Tule Red",2022-04-25,"1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 4=flood",14,15.5,9.34,12683,8,75.9,0.68,1.15,8.8," 1=absent",1," Inside",NA," false"," TULE-03-2022; ~100 mysids caught in net; used lowrance for GPS. Paired? N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-25,"2022-04-25 09:10",2022,4,"Spring"
"232","TULE-CH-LG-NW",6677,11520,"LAMOPE01-TULE-19MAY2022","true","Seine","BIGLAM",""," 1. No twists; snags; or tears"," 2= against flow"," ",1.7,NA,NA,NA,"","06:54","",NA,NA,NA,38.133996,121.9933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",0,NA," 0%",NA,NA," gps 6 accuracy 3m; Paired Y ;LAM00. One set of kayak samples were performed in small channel next to this sample. No other paired samples for this day - ED 22JUN2023",NA,"true","Mudsucker","DMC;ED;EL;GP","Tule Red",2022-05-19,"1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 2=ebb",11,19.2,7.38,16213,7.5,76.5,0.45,0.93,9," 1=absent",1," Inside",NA," false"," TULE-05-20222; very strong outgoing tide; tried to lavage striped bass; didn't work; Paired N; DMC230517: Paired Y was circled but there was no invert sampling done that day",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-19,"2022-05-19 06:54",2022,5,"Spring"
"233","TULE-CH-LG-SE",6678,11521,"LAMOPE02-TULE-19MAY2022","true","Seine","BIGLAM",""," 1. No twists; snags; or tears"," 2= against flow"," ",2,NA,NA,NA,"","07:26","",NA,NA,NA,38.125678,121.9855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",0,NA," 0%",NA,NA," TULE-07-2022; skipped #6 since it was too close to #5; <100 mysids; gps 6 accuracy 3m; GearID LAM00",NA,"true","Mudsucker","DMC;ED;EL;GP","Tule Red",2022-05-19,"1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 2=ebb",12,19.8,6.93,16082,7.5,45.6,0.37,0.86,12.9," 1=absent",1," Inside",NA," false"," Seine code 1; Paired N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-19,"2022-05-19 07:26",2022,5,"Spring"
"234","TULE-CH-LG-SE",6679,11522,"LAMOPE03-TULE-19MAY2022","true","Seine","BIGLAM",""," 1. No twists; snags; or tears"," 2= against flow"," ",1.8,NA,NA,NA,"","07:47","",NA,NA,NA,38.121527,121.982804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",0,NA," 0%",NA,NA," gps 6 accuracy 3m; both Paleomon dead; GearID LAM00; LONSME (33mm) could've been from sample prior; mysids in net ~50; +1 TOPSME is 21mm; other TOPSME lost on deck",NA,"true","Mudsucker","DMC;ED;EL;GP","Tule Red",2022-05-19,"1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 2=ebb",NA,20,6.73,16023,7.4,43.5,0.34,0.92,15.3," 1=absent",1," Inside",NA," false","  LONSME (33mm) could've been from sample prior; mysids in net ~50; +1 TOPSME is 21mm; other TOPSME lost on deck; GearID LAM00; TULE-04-2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-19,"2022-05-19 07:47",2022,5,"Spring"
"235","TULE-CH-SM-11",6402,10942,"LAMOPE02-TULE-25APR2022","true","Seine","LAMOPE",""," 2. Partial twist; snag; or tear"," 2= against flow"," ",1.2,NA,NA,NA,"","08:47","",NA,NA,NA,38.12058,121.98178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Crew Members and Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",3,NA," 0%",NA,NA," ",NA,"true","Mudsucker","DC;DMC;ED;SH","Tule Red",2022-04-25,"1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 4=flood",29,17.8,6.84,13721,7.3,28.1,0.57,2.3,35.5," 1=absent",1," Inside",NA," false"," TULE-02-2022; used lowrance for GPS; code 2 due to snag on one side. Paired? N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-25,"2022-04-25 08:47",2022,4,"Spring"
"236","TULE-UNK",7129,12127,"LAMOPE04-TULE-29DEC2022","true","Seine","LAMOPE",""," 2. Partial twist; snag; or tear"," 2= against flow"," ",2.3,NA,NA,NA,"","09:10","",NA,NA,NA,38.124088,121.984445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",3,NA," 0%",NA,NA," GPS #5; accuracy 3m; not paired; no catch; seine code 2 due to weird twist in net; GearID LAM03",NA,"true","Mudsucker","AC;ED;SH;GN","Tule Red",2022-12-29,"4=rain","1=wind 1-3 mph; scaley ripples"," SW"," 2=ebb",52,9.5,10.4,18153,7.7,11.3,0.48,1.78,9," 1=absent",2," Inside",NA," false"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-29,"2022-12-29 09:10",2022,12,"Fall"
