"","SampleID_frp","OrganismCode","OrganismId","SampleID_key","VisitNo","QAQC.x","GearType","GearTypeAbbreviation","Habitat","SeineCode","TowDirection","HabitatMorphology","DepthOfWater","CableOut","LengthOfTrawl","Width","Netter","StartTime","EndTime","Duration","PercentOpen","DepthOfSample","LatitudeStart","LongitudeStart","LatitudeEnd","LongitudeEnd","NetMeterSerial","NetMeterStart","NetMeterEnd","Volts","DutyCycle","Amps","PulseRate","VolumeEstimated","SeineDeploymentType","GearDetail","Silt","Sand","Gravel","Cobble","Boulder","Organics","MassOfStandardLow","MassOfStandardHigh","QuestionableData.x","VegetationInSample","FlowType","DragMethod","NetNumber","CodEnd","CodEndPercent","GpsUnit","GpsAccuracy","DepthSource","Comments","Flagged_Data","QAQC.y","Boat","Crew","Location","Visit.Date","Station","Weather","WindWaves","WindDirection","Tide","Secchi","SurfTemp","DO","SC","pH","Turbidity","Phycocyanin","Chlorophyll","FDOM","Microcystis","SondeNo","Wetland","DataQuality","QuestionableData.y","SiteComments","Visit.Date2","year","month","DateTime","Season","DepthSource2","DepthOfWater2","DepthMeters","volume","SeineCode2","Casts","rotations","rotation.final","rpm","ave_vol","FishId","TotalCatch","PlusCount","IDer","IdDate","PercentSampled","FishCatchNotes","EntryOrder","FishLength","FishWeight","Hai","FinsHai","SkinHai","EyesHai","ParasiteHai","GillsHai","DeformHai","TagYear","TagSerial","AdClip","Mortality","FishLengthComments","FishCode","Code_UCDAVIS","Code_YBFM","CommonName","Category","Species","Genus","Family","Order","Class","Phylum","Native","State.Status","Federal.Status","Status.Abrev","LifeStage","FishDiet","Legend_Clams","Legend_Fish_Color_hex","Legend_Fish","Legend_Macro","Legend_Meso","Analy","Analy2","CN","length_count","fish4$SampleID_frp","fish4$CommonName","count_check","CPUEbySpp","CPUEbySpp2","tCPUE","PercentComp","fish5$SampleID_frp","fish5$CommonName"
"11","BEASEI01-LIBE-26APR2023","136",195,13374,7968,"true","Seine","BEASEI","","1. No twists; snags; or tears"," 2= against flow"," ",0.6,NA,10,10.5,"","14:36","",NA,NA,NA,38.244686,121.686752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Crew Members"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",2,NA," 1-33%"," ",NA,""," gps 5; accuracy 2m. not paired.",NA,"true","Mudsucker","AC;ED;AM;SS","Liberty Island","04/26/2023","LIBE_UNK","1=0-33% clouds","0=Calm; glassy"," NW"," 2=ebb",NA,19.1,11.61,282,8.5,4,0.32,0.68,8.5," 1=absent",1," Inside",NA," false"," secchi is greater than bottom",2023-04-26,2023,4,"2023-04-26 14:36","Spring","",0.6,0.6,31.5," 1. No twists; snags; or tears",NA,NA,NA,NA,NA,15192,1,1,"","",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","","","EXOPAL","EXOPAL","SHR","Siberian Prawn","Invertebrate","modestus","Exopalaemon","Palaemonidae","Decapoda","Malacostraca","Arthropoda","Introduced","","","","adult",TRUE,"Present",NA,"","Decapoda Adult","Decapoda","Decapoda","Decapoda","Exopalaemon",NA,"BEASEI01-LIBE-26APR2023","Siberian Prawn",NA,317.460317460317,0,317.460317460317,0,"BEASEI01-LIBE-26APR2023","Siberian Prawn"
"12","BEASEI01-LOWE-17MAR2023","164",329,12424,7404,"true","Seine","BEASEI","","2. Partial twist; snag; or tear"," 2= against flow"," ",0.7,NA,15,15,"","10:35","",NA,NA,NA,38.329613,121.680934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Crew Members"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",2,NA," 0%"," ",NA,""," gps 5; accuracy 2m. not paired. lots of dead slugs; no secchi. deepiner in middle of area seined. conducted on floodplain.",NA,"true","Mudsucker","DMC;ED;AM;GP","Lower Yolo Ranch","03/17/2023","LOWE-UNK","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NW"," 2=ebb",NA,13.3,8.27,416,7.7,33.8,0.67,1.7,19.5," 1=absent",1," Inside",NA," false"," no secchi taken",2023-03-17,2023,3,"2023-03-17 10:35","Spring","",0.7,0.7,78.75," 2. Partial twist; snag; or tear",NA,NA,NA,NA,NA,14804,2,0,"","",NA,"",28782,22,NA,"true",0,0,0,0,0,0,NA,"","false","false","","MOSQUI","MQF","MQF","Mosquitofish","Fish","affinis","Gambusia","Poeciliidae","Cyprinodontiformes","Actinopterygii","Chordata","Introduced","","","","larvae",FALSE,"Present",NA,"Mosquitofish","Fish Larvae","Fish Larvae","fish","fish","Mosquitofish",2,"BEASEI01-LOWE-17MAR2023","Mosquitofish",0,253.968253968254,253.968253968254,253.968253968254,1,"BEASEI01-LOWE-17MAR2023","Mosquitofish"
"13","BEASEI01-TULE-20MAR2023","164",329,12449,7429,"true","Seine","BEASEI","","1. No twists; snags; or tears"," 2= against flow"," ",0.6,NA,15,15,"","13:25","",NA,NA,NA,38.122837,121.984081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Crew Members"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",2,NA," 0%"," ",NA,""," gps 5; accuracy 2m. not paired. floodplain; ysi taken from bucket",NA,"true","Mudsucker","CB;ED;GN;GP","Tule Red","03/20/2023","TULE-UNK","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," W"," 4=flood",NA,14.1,9.91,813,7.7,154.4,1.31,2.61,8.9," 1=absent",1," Inside",NA," false"," ",2023-03-20,2023,3,"2023-03-20 13:25","Spring","",0.6,0.6,67.5," 1. No twists; snags; or tears",NA,NA,NA,NA,NA,14835,1,0,"","",NA,"",28804,25,NA,"true",0,0,0,0,0,0,NA,"","false","false","","MOSQUI","MQF","MQF","Mosquitofish","Fish","affinis","Gambusia","Poeciliidae","Cyprinodontiformes","Actinopterygii","Chordata","Introduced","","","","larvae",FALSE,"Present",NA,"Mosquitofish","Fish Larvae","Fish Larvae","fish","fish","Mosquitofish",1,"BEASEI01-TULE-20MAR2023","Mosquitofish",0,148.148148148148,148.148148148148,1629.62962962963,0.0909090909090909,"BEASEI01-TULE-20MAR2023","Mosquitofish"
"14","BEASEI01-TULE-29NOV2022","197",315,12214,7212,"true","Seine","BEASEI","","1. No twists; snags; or tears"," "," ",0.4,NA,15,13,"","09:10","",NA,NA,NA,38.118129,121.97742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Crew Members"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",2,NA," 0%"," ",NA,""," gps 5; accuracy 2m. not paired. possible missil too small to id; lots of mud in net; water quality taken from bucket; unid silversides all <25mm",NA,"true","Truck","MA;ED;GP","Tule Red","11/29/2022","TULE-UNK","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 2=ebb",NA,9.5,10.08,20650,7.3,5.1,0.66,4.4,17.8," 1=absent",2," Inside",NA," false"," ",2022-11-29,2022,11,"2022-11-29 09:10","Fall","",0.4,0.4,39," 1. No twists; snags; or tears",NA,NA,NA,NA,NA,14275,120,90,"","",NA,"",27614,52,NA,"true",0,0,0,0,0,0,NA,"","false","false","","MISSIL","ISS","MSS","Mississippi Silverside","Fish","berryllia","Menidia","Atherinopsidae","Atheriniformes","Actinopterygii","Chordata","Introduced","","","","larvae",FALSE,"Present",NA,"Mississippi Silverside","Fish Larvae","Fish Larvae","fish","fish","Mississippi Silverside",30,"BEASEI01-TULE-29NOV2022","Mississippi Silverside",0,30769.2307692308,30769.2307692308,31794.8717948718,0.967741935483871,"BEASEI01-TULE-29NOV2022","Mississippi Silverside"
"15","BEASEI01-TULE-30JAN2023","953",369,12306,7306,"true","Seine","BEASEI","","2. Partial twist; snag; or tear"," 2= against flow"," ",0.5,NA,11.4921875,12.8387096774194,"","10:01","",NA,NA,NA,38.114449,121.97918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Crew Members"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",1,NA," 1-33%"," ",NA,""," not paired. gps 5; accuracy 2m. mostly detritus/mud in cod end. ysi taken on a bucket. code 2 because there wasnt much of a beach; bad to pull through veg",NA,"true","Truck","ED;GN","Tule Red","01/30/2023","TULE-TP-4","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NW"," 1=high slack",NA,6.7,10.59,1787,7.5,60.2,0.68,1.09,21.4," 1=absent",2," Inside",NA," false"," ",2023-01-30,2023,1,"2023-01-30 10:01","Winter","",0.5,0.5,36.8862147177419," 2. Partial twist; snag; or tear",NA,NA,NA,NA,NA,14535,26,0,"","",NA,"",28338,30,NA,"true",0,0,0,0,0,0,NA,"","false","false","","PACSSC","STAG","PSS","Pacific Staghorn Sculpin","Fish","armatus","Leptocottus","Cottidae","Scorpaeniformes","Actinopterygii","Chordata","Native","","","","",FALSE,"Present",NA,"Pacific Staghorn Sculpin","Fish Larvae","Fish Larvae","fish","fish","Pacific Staghorn Sculpin",26,"BEASEI01-TULE-30JAN2023","Pacific Staghorn Sculpin",0,7048.70374988471,7048.70374988471,7048.70374988471,1,"BEASEI01-TULE-30JAN2023","Pacific Staghorn Sculpin"
"16","BEASEI01-WING-04APR2023","953",369,12482,7462,"true","Seine","BEASEI","","1. No twists; snags; or tears"," 2= against flow"," ",0.35,NA,15,2.75,"","11:40","",NA,NA,NA,38.215581,122.035481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Crew Members"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",1,NA," 0%"," ",NA,""," gps 5; accuracy 3m. not paired.",NA,"true","Mudsucker","CB;AC;ED;GU","Wings Landing","04/04/2023","WING-TP-INT","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NW"," 4=flood",20,12.7,8.61,1422,7.7,47.7,0.36,1.58,32.9," 1=absent",2," Inside",1," false"," guest: Danie NC",2023-04-04,2023,4,"2023-04-04 11:40","Spring","",0.35,0.35,7.21875," 1. No twists; snags; or tears",NA,NA,NA,NA,NA,14864,2,0,"","",NA,"",28865,70,0,"true",0,0,0,0,0,0,NA,"","false","false","","PACSSC","STAG","PSS","Pacific Staghorn Sculpin","Fish","armatus","Leptocottus","Cottidae","Scorpaeniformes","Actinopterygii","Chordata","Native","","","","",FALSE,"Present",NA,"Pacific Staghorn Sculpin","Fish Larvae","Fish Larvae","fish","fish","Pacific Staghorn Sculpin",2,"BEASEI01-WING-04APR2023","Pacific Staghorn Sculpin",0,2770.56277056277,2770.56277056277,8311.68831168831,0.333333333333333,"BEASEI01-WING-04APR2023","Pacific Staghorn Sculpin"
"17","BEASEI02-BRAD-09MAY2023","110217",1381,13458,8056,"true","Seine","BEASEI","","1. No twists; snags; or tears"," 2= against flow"," ",0.8,NA,15,15,"","10:05","",NA,NA,NA,38.186072,121.921442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Crew Members"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",2,NA," 1-33%"," ",NA,""," gps 5; accuracy 2m. not paired. tule perch very gravid; started giving birth as it was released. lots of fil alg",NA,"true","Airboat","AC;ED;SH;AM","Bradmoor Island","05/09/2023","BRAD-W","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 2=ebb",NA,17.6,8.19,1027,7.4,21.7,0.29,1.42,28.1," 1=absent",2," Inside",NA," false"," ",2023-05-09,2023,5,"2023-05-09 10:05","Spring","",0.8,0.8,90," 1. No twists; snags; or tears",NA,NA,NA,NA,NA,15313,26,0,"","",NA,"",29679,41,NA,"true",0,0,0,0,0,0,NA,"","false","false","","KILSPP","","KLF","Killifish spp.","Fish","","Lucania","Cyprinodontidae","Cyprinodontiformes","Osteichthyes","Chordata","Introduced","","","","adult",NA,"",NA,"Killifish spp.","","","","","",26,"BEASEI02-BRAD-09MAY2023","Killifish spp.",0,2888.88888888889,2888.88888888889,24888.8888888889,0.116071428571429,"BEASEI02-BRAD-09MAY2023","Killifish spp."
"18","BEASEI02-FLYW-08MAR2023","110217",1381,12385,7365,"true","Seine","BEASEI","","2. Partial twist; snag; or tear"," 2= against flow"," ",0.8,NA,13,7,"","10:05","",NA,NA,NA,38.365069,121.642923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Crew Members"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",1,NA," 1-33%"," ",NA,""," gps 5; accuracy 3m. not paired. code 2 = no actual beach; weird deployment method. veg mostly dead tule. length calculated from google earth (distance between 38.65072; -121.642926 and 38.365168; -121.642926 : double check)",NA,"true","Mudsucker","AC;ED;GU;AM;GP","Flyway Farms","03/08/2023","FLYW-CH-N","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 2=ebb",20,9.5,9.43,764,7.8,13.1,0.66,1.36,21.5," 1=absent",1," Inside",NA," false"," LS=LEIGH SANDERS (GUEST)",2023-03-08,2023,3,"2023-03-08 10:05","Spring","",0.8,0.8,36.4," 2. Partial twist; snag; or tear",NA,NA,NA,NA,NA,14738,4,0,"","",NA,"",28717,30,NA,"true",0,0,0,0,0,0,NA,"","false","false","","KILSPP","","KLF","Killifish spp.","Fish","","Lucania","Cyprinodontidae","Cyprinodontiformes","Osteichthyes","Chordata","Introduced","","","","adult",NA,"",NA,"Killifish spp.","","","","","",4,"BEASEI02-FLYW-08MAR2023","Killifish spp.",0,1098.9010989011,1098.9010989011,238736.263736264,0.0046029919447641,"BEASEI02-FLYW-08MAR2023","Killifish spp."
"19","BEASEI02-HORS-01FEB2023","110217",1381,12309,7309,"true","Seine","BEASEI","","1. No twists; snags; or tears"," 2= against flow"," ",0.95,NA,12.5,15,"","08:50","",NA,NA,NA,38.081493,121.719445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Crew Members"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",2,NA," 0%"," ",NA,""," not paired. gps 5; accuracy 7.7 ft. gps from phone.",NA,"true","Mudsucker","DMC;ED;GU;GP","Horseshoe Bend","02/01/2023","HORS-M","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NW"," 4=flood",40,8,10.67,236,7.6,22.1,0.34,0.55,19.1," 1=absent",2," Inside",NA," false"," LS = LEIGH SANDERS",2023-02-01,2023,2,"2023-02-01 08:50","Winter","",0.95,0.95,89.0625," 1. No twists; snags; or tears",NA,NA,NA,NA,NA,14543,3,0,"","",NA,"",28380,26,NA,"true",0,0,0,0,0,0,NA,"","false","false","","KILSPP","","KLF","Killifish spp.","Fish","","Lucania","Cyprinodontidae","Cyprinodontiformes","Osteichthyes","Chordata","Introduced","","","","adult",NA,"",NA,"Killifish spp.","","","","","",3,"BEASEI02-HORS-01FEB2023","Killifish spp.",0,336.842105263158,336.842105263158,1010.52631578947,0.333333333333333,"BEASEI02-HORS-01FEB2023","Killifish spp."
"20","BEASEI02-HORS-02MAR2023","1361",1361,12378,7358,"true","Seine","BEASEI","","1. No twists; snags; or tears"," 2= against flow"," ",0.95,NA,10.5,15,"","11:38","",NA,NA,NA,38.08442,121.734377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Crew Members"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",1,NA," 1-33%"," ",NA,""," gps 5; accuracy 2m. not paired. redshi being taken back for better id",NA,"true","Mudsucker","AC;DMC;ED;GU;AM","Horseshoe Bend","03/02/2023","HORS-S","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NW"," 4=flood",44,8.6,11.38,240,7.8,11.8,0.49,0.49,15," 1=absent",1," Inside",NA," false"," BA=BRIAN ARMSTRONG (GUEST) ",2023-03-02,2023,3,"2023-03-02 11:38","Spring","",0.95,0.95,74.8125," 1. No twists; snags; or tears",NA,NA,NA,NA,NA,14709,5,0,"","",NA,"",28609,38,NA,"true",0,0,0,0,0,0,NA,"","false","false","","CHISAL-F","","","Chinook Salmon (fall)","Fish","tshawytscha","Oncorhynchus","Salmonidae","Salmoniformes","Actinopterygii","Chordata","Native","","","","",FALSE,"Present",NA,"Chinook Salmon (fall)","","","fish","fish","Chinook Salmon (fall)",5,"BEASEI02-HORS-02MAR2023","Chinook Salmon (fall)",0,668.337510442774,668.337510442774,40100.2506265664,0.0166666666666667,"BEASEI02-HORS-02MAR2023","Chinook Salmon (fall)"
"21","BEASEI02-HORS-03JAN2023","1361",1361,12242,7242,"true","Seine","BEASEI","","1. No twists; snags; or tears"," 2= against flow"," ",1,NA,6.5,9,"","09:54","",NA,NA,NA,38.097405,121.709736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Crew Members"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",2,NA," 1-33%"," ",NA,""," gps 6; accuracy 2m. not paired. dominant vegetation in net: egeden. tide flowing out still because of amount of water there is. gps manually updated based on fixed beach seine locations - ed 21jul2023",NA,"true","Mudsucker","AC;ED;KS","Horseshoe Bend","01/03/2023","HORS-N","3=66-100% clouds","2= wind 4-7 mph; small wavelets"," NA"," 4=flood",18,9.5,9.92,130,7.4,62.3,0.44,0.68,14.9," 1=absent",2," Inside",NA," false"," ",2023-01-03,2023,1,"2023-01-03 09:54","Winter","",1,1,29.25," 1. No twists; snags; or tears",NA,NA,NA,NA,NA,14348,4,0,"","",NA,"",28029,38,NA,"true",0,0,0,0,0,0,NA,"CDFW_23FRP007","false","false","","CHISAL-F","","","Chinook Salmon (fall)","Fish","tshawytscha","Oncorhynchus","Salmonidae","Salmoniformes","Actinopterygii","Chordata","Native","","","","",FALSE,"Present",NA,"Chinook Salmon (fall)","","","fish","fish","Chinook Salmon (fall)",4,"BEASEI02-HORS-03JAN2023","Chinook Salmon (fall)",0,1367.52136752137,1367.52136752137,14700.8547008547,0.0930232558139535,"BEASEI02-HORS-03JAN2023","Chinook Salmon (fall)"
"22","BEASEI02-HORS-10MAY2023","197",315,13401,8001,"true","Seine","BEASEI","","1. No twists; snags; or tears"," 2= against flow"," ",1,NA,9.25,13,"","09:43","",NA,NA,NA,38.097485,121.709692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Crew Members"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",2,NA," 0%"," ",NA,""," gps 6; accuracy 3m. gps picked from known sample location in google earth - ed 9/11/2023",NA,"true","Mudsucker","CB;AC;ED;AM","Horseshoe Bend","05/10/2023","HORS-N","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 2=ebb",71,14.9,9.74,122,7.7,11.7,0.73,0.38,6.6," 1=absent",2," Inside",NA," false"," ",2023-05-10,2023,5,"2023-05-10 09:43","Spring","",1,1,60.125," 1. No twists; snags; or tears",NA,NA,NA,NA,NA,15204,1,0,"","",NA,"",29355,31,NA,"true",0,0,0,0,0,0,NA,"","false","false","","MISSIL","ISS","MSS","Mississippi Silverside","Fish","berryllia","Menidia","Atherinopsidae","Atheriniformes","Actinopterygii","Chordata","Introduced","","","","larvae",FALSE,"Present",NA,"Mississippi Silverside","Fish Larvae","Fish Larvae","fish","fish","Mississippi Silverside",1,"BEASEI02-HORS-10MAY2023","Mississippi Silverside",0,166.320166320166,166.320166320166,18461.5384615385,0.00900900900900901,"BEASEI02-HORS-10MAY2023","Mississippi Silverside"
"23","BEASEI02-HORS-11APR2023","136",195,12539,7499,"true","Seine","BEASEI","","1. No twists; snags; or tears"," 2= against flow"," ",0.4,NA,9,7.75,"","14:37","",NA,NA,NA,38.097701,121.709563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Crew Members"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",1,NA," 0%"," ",NA,""," staflo@21 maybe from last sample. gps calculated in 2023 sample inventory- ed 9/11/23.",NA,"true","Mudsucker","CB;AC;ED;GU","Horseshoe Bend","04/11/2023","HORS-N","1=0-33% clouds","2= wind 4-7 mph; small wavelets"," SW"," 2=ebb",58,15.1,9.7,162,7.4,9.4,0.19,0.37,14.1," 1=absent",1," Inside",NA," false"," Guest Alec S",2023-04-11,2023,4,"2023-04-11 14:37","Spring","",0.4,0.4,13.95," 1. No twists; snags; or tears",NA,NA,NA,NA,NA,14957,1,1,"","",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","","","EXOPAL","EXOPAL","SHR","Siberian Prawn","Invertebrate","modestus","Exopalaemon","Palaemonidae","Decapoda","Malacostraca","Arthropoda","Introduced","","","","adult",TRUE,"Present",NA,"","Decapoda Adult","Decapoda","Decapoda","Decapoda","Exopalaemon",NA,"BEASEI02-HORS-11APR2023","Siberian Prawn",NA,716.845878136201,0,9318.99641577061,0,"BEASEI02-HORS-11APR2023","Siberian Prawn"
"24","BEASEI02-HORS-15DEC2022","197",315,12126,7128,"true","Seine","BEASEI","","1. No twists; snags; or tears"," 2= against flow"," ",0.8,NA,8.5,10,"","09:57","",NA,NA,NA,38.081473,121.719647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Crew Members"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",1,NA," 1-33%"," ",NA,""," gps 5 accuracy 2m; not paired; dominant vegetation in net: hyacinth.",NA,"true","Mudsucker","AC;DMC;ED;GP","Horseshoe Bend","12/15/2022","HORS-UNK","1=0-33% clouds","0=Calm; glassy"," NA"," 4=flood",NA,9.4,10.35,300,7.5,8.3,0.24,0.31,13," 1=absent",2," Inside",NA," false"," ",2022-12-15,2022,12,"2022-12-15 09:57","Fall","",0.8,0.8,34," 1. No twists; snags; or tears",NA,NA,NA,NA,NA,14087,926,896,"","",NA,"",26597,78,NA,"true",0,0,0,0,0,0,NA,"","false","false","","MISSIL","ISS","MSS","Mississippi Silverside","Fish","berryllia","Menidia","Atherinopsidae","Atheriniformes","Actinopterygii","Chordata","Introduced","","","","larvae",FALSE,"Present",NA,"Mississippi Silverside","Fish Larvae","Fish Larvae","fish","fish","Mississippi Silverside",30,"BEASEI02-HORS-15DEC2022","Mississippi Silverside",0,272352.941176471,272352.941176471,273235.294117647,0.996770721205598,"BEASEI02-HORS-15DEC2022","Mississippi Silverside"
"25","BEASEI02-LIBE-26APR2023","1364",1364,13375,7969,"true","Seine","BEASEI","","1. No twists; snags; or tears"," 2= against flow"," ",0.5,NA,8,15,"","15:04","",NA,NA,NA,38.24197,121.682398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Crew Members"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",2,NA," 1-33%"," ",NA,""," gps 5; accuracy 2m. not paired. fish unid tag frp23-013",NA,"true","Mudsucker","AC;ED;AM;SS","Liberty Island","04/26/2023","LIBE_UNK","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NW"," 2=ebb",NA,18.9,12.77,340,8.7,4.3,0.45,1.11,9.7," 1=absent",1," Inside",NA," false"," secchi is to bottom. UNID brought back in EtOH",2023-04-26,2023,4,"2023-04-26 15:04","Spring","",0.5,0.5,30," 1. No twists; snags; or tears",NA,NA,NA,NA,NA,15193,1,0,"","",NA,"",29273,48,NA,"true",0,0,0,0,0,0,NA,"","false","false","","CHISAL-L","","","Chinook Salmon (late-fall)","Fish","tshawytscha","Oncorhynchus","Salmonidae","Salmoniformes","Actinopterygii","Chordata","Native","","","","",FALSE,"Present",NA,"Chinook Salmon (late-fall)","","","fish","fish","Chinook Salmon (late-fall)",1,"BEASEI02-LIBE-26APR2023","Chinook Salmon (late-fall)",0,333.333333333333,333.333333333333,1000,0.333333333333333,"BEASEI02-LIBE-26APR2023","Chinook Salmon (late-fall)"
"26","BEASEI02-LIBE-30NOV2022","197",315,12221,7219,"true","Seine","BEASEI","","1. No twists; snags; or tears"," 2= against flow"," ",0.9,NA,9.75,15,"","12:10","",NA,NA,NA,38.2421,121.682223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Crew Members"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",2,NA," 1-33%"," ",NA,""," gps 5; accuracy 2m. not paired. dominant vegetation in net: cerdem; potcri; egeden",NA,"true","Mudsucker","AC;ED;GP;KS","Liberty Island","11/30/2022","LIBE_UNK","1=0-33% clouds","0=Calm; glassy"," NA"," 2=ebb",NA,10.8,11.74,191,8.3,2.2,0.2,0.15,4.9," 1=absent",2," Inside",NA," false"," SECCHI: NA COULD SEE BOTTOM",2022-11-30,2022,11,"2022-11-30 12:10","Fall","",0.9,0.9,65.8125," 1. No twists; snags; or tears",NA,NA,NA,NA,NA,14298,924,894,"","",NA,"",27818,89,NA,"true",0,0,0,0,0,0,NA,"","false","false","","MISSIL","ISS","MSS","Mississippi Silverside","Fish","berryllia","Menidia","Atherinopsidae","Atheriniformes","Actinopterygii","Chordata","Introduced","","","","larvae",FALSE,"Present",NA,"Mississippi Silverside","Fish Larvae","Fish Larvae","fish","fish","Mississippi Silverside",30,"BEASEI02-LIBE-30NOV2022","Mississippi Silverside",0,140398.86039886,140398.86039886,140398.86039886,1,"BEASEI02-LIBE-30NOV2022","Mississippi Silverside"
"27","BEASEI02-TULE-29NOV2022","197",315,12215,7213,"true","Seine","BEASEI","","1. No twists; snags; or tears"," "," ",0.5,NA,15,15,"","10:08","",NA,NA,NA,38.115697,121.978044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Crew Members"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",2,NA," 0%"," ",NA,""," gps 5; accuracy 2m. not paired. water quality taken from bucket. thrsti=cdfw 22frp001 and 002. unid silversides all <25mm",NA,"true","Truck","MA;ED;GP","Tule Red","11/29/2022","TULE-UNK","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 2=ebb",NA,10,10.85,20531,7.4,4,0.86,6.19,19.1," 1=absent",2," Inside",NA," false"," ",2022-11-29,2022,11,"2022-11-29 10:08","Fall","",0.5,0.5,56.25," 1. No twists; snags; or tears",NA,NA,NA,NA,NA,14277,85,55,"","",NA,"",27631,42,NA,"true",0,0,0,0,0,0,NA,"","false","false","","MISSIL","ISS","MSS","Mississippi Silverside","Fish","berryllia","Menidia","Atherinopsidae","Atheriniformes","Actinopterygii","Chordata","Introduced","","","","larvae",FALSE,"Present",NA,"Mississippi Silverside","Fish Larvae","Fish Larvae","fish","fish","Mississippi Silverside",30,"BEASEI02-TULE-29NOV2022","Mississippi Silverside",0,15111.1111111111,15111.1111111111,16711.1111111111,0.904255319148936,"BEASEI02-TULE-29NOV2022","Mississippi Silverside"
