"VisitNo","QAQC","Boat","Crew","Location","Visit.Date","Station","Weather","WindWaves","WindDirection","Tide","Secchi","SurfTemp","DO","SC","pH","Turbidity","Phycocyanin","Chlorophyll","FDOM","Microcystis","SondeNo","Wetland","DataQuality","QuestionableData","SiteComments","newStation","newLocation"
7899,"true","Mudsucker","SH;AM;GN;KMP","Tule Red","04/17/2023","TULE-CH-SM-8","3=66-100% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 4=flood",12,13.9,10.11,376,7.9,121.5,0.94,1.36,7.3," 1=absent",1," Inside",NA," false"," 1 three spine stickleback (37mm) in sweepnet; point samples only","TULE-CH-SM-8","Tule Red"
7343,"true","Mudsucker","AC;DMC;ED;GU;GN","Tule Red","02/28/2023","TULE-CH-LG-SE","4=rain","1=wind 1-3 mph; scaley ripples"," SE"," 4=flood",18,7.4,11.55,4211,7.8,93.8,0.5,0.64,10.6," 1=absent",2," Inside",NA," false"," Guest: Leigh Sanders","TULE-CH-LG-SE","Tule Red"
7602,"true","SeaArk","DC;DMC","Tule Red","04/10/2023","TULE-UNK","1=0-33% clouds","0=Calm; glassy"," SW"," 2=ebb",25,17.6,7.53,2801,7.2,34.6,1.25,5.88,41.6," 1=absent",1," Inside",NA," false"," GPS#5; accuracy 2m","TULE-CH-LG-NW","Tule Red"
8482,"true","Mudsucker","ED;DD;GU;AM","Tule Red","12/22/2023","TULE-CH-LG-SE","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 4=flood",49,11.7,9.52,18430,7.8,13.2,0.24,1.04,9," 1=absent",2," Inside",NA," false"," FDOM: 8.960. it is ebbing outside of Tule Red; but flooding inside","TULE-CH-LG-SE","Tule Red"
7342,"true","Mudsucker","AC;DMC;ED;GU;GN","Tule Red","02/28/2023","TULE-CH-LG-M","4=rain","1=wind 1-3 mph; scaley ripples"," SE"," 4=flood",11,7.5,11.56,4069,7.8,105.7,0.52,0.67,10.1," 1=absent",2," Inside",NA," false"," LS= Leigh Sanders (Guest)","TULE-CH-LG-M","Tule Red"
8405,"true","Kvichak","AC;ED;DH;SH","Tule Red","10/11/2023","TULE-CH-LG-M","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NW"," 4=flood",25,17.7,8.89,12098,7.9,29.7,0.31,0.89,7.7," 1=absent",2," Inside",NA," false"," double check station","TULE-CH-LG-M","Tule Red"
7867,"true","Chinook","AC;LC;DNC;ED;SS","Tule Red","04/17/2023","TULE-CH-LG-M","3=66-100% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 4=flood",11,13.7,10.09,446,7.8,14.9,0.55,1.31,7," 1=absent",2," Inside",NA," false"," ","TULE-CH-LG-M","Tule Red"
7524,"true","SeaArk","DC;DMC","Tule Red","04/10/2023","TULE-UNK","1=0-33% clouds","0=Calm; glassy"," SW"," 2=ebb",26,16.8,7.32,2689,7.2,27.6,1.07,4.72,42.6," 1=absent",1," Inside",NA," false"," GPS#5; accuracy 2m","TULE-CH-SM-11","Tule Red"
8481,"true","Mudsucker","ED;DD;GU;AM","Tule Red","12/22/2023","TULE-TP-1","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," S"," 4=flood",68,11.3,8.19,17789,7.3,8,0.23,0.8,18.4," 1=absent",2," Inside",NA," false"," ","TULE-TP-1","Tule Red"
7293,"true","Mudsucker","ED;SH;GP;KS","Tule Red","01/26/2023","TULE-CH-LG-M","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NE"," 2=ebb",13,8.6,11.1,679,7.6,102.7,0.63,1.18,13.9," 1=absent",2," Inside",NA," false"," ","TULE-CH-LG-M","Tule Red"
8625,"true","Mudsucker","CB;AC;DH;GN","Tule Red","11/14/2023","TULE-UNK","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," N"," 4=flood",52,15.3,10.11,14415,8,17.7,0.35,1.33,8.2," 1=absent",1," Inside",NA," false"," ","TULE-UNK","Tule Red"
7341,"true","Mudsucker","AC;DMC;ED;GU;GN","Tule Red","02/28/2023","TULE-CH-LG-NW","4=rain","1=wind 1-3 mph; scaley ripples"," SE"," 4=flood",10,7.6,11.55,3713,7.8,110.1,0.56,0.63,9.5," 1=absent",2," Inside",NA," false"," LS= Leigh Sanders (Guest)","TULE-CH-LG-NW","Tule Red"
7868,"true","Chinook","AC;LC;DNC;ED;SS","Tule Red","04/17/2023","TULE-CH-LG-NW","3=66-100% clouds","3= wind 8-12 mph; large wavelets"," SW"," 2=ebb",11,14.8,9.96,582,7.7,94.9,0.51,1.33,9.6," 1=absent",2," Inside",NA," false"," ","TULE-CH-LG-NW","Tule Red"
8228,"true","Mudsucker","DD;GU;DH;SH;GN","Tule Red","09/05/2023","TULE-CH-LG-M","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 2=ebb",49,20.5,8.03,11488,7.7,14.1,0.32,1.02,10.7," 1=absent",2," Inside",NA," false"," Guest: NK (Natalie Kolm). veg composition not actually touching water except for bull rush","TULE-CH-LG-M","Tule Red"
8622,"true","Mudsucker","CB;AC;DH;GN","Tule Red","11/14/2023","TULE-UNK","2=33-66% clouds","1=wind 1-3 mph; scaley ripples"," N"," 4=flood",110,15.2,9.98,14255,7.9,6.5,0.26,0.94,8.8," 1=absent",1," Inside",NA," false"," ","TULE-CH-LG-NW","Tule Red"
7294,"true","Mudsucker","ED;SH;GP;KS","Tule Red","01/26/2023","TULE-CH-LG-NW","1=0-33% clouds",""," NE"," 2=ebb",12,8.2,10.74,804,7.4,86.4,0.6,1.23,15.8," 1=absent",2," Inside",NA," false"," ","TULE-CH-LG-NW","Tule Red"
7427,"true","Mudsucker","CB;ED;GN;GP","Tule Red","03/20/2023","TULE-CH-LG-SE","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," W"," 4=flood",10,13.5,10.1,680,7.8,143.9,1.02,1.27,8.4," 1=absent",1," Inside",NA," false"," ","TULE-CH-LG-SE","Tule Red"
8226,"true","Mudsucker","DD;GU;DH;SH;GN","Tule Red","09/05/2023","TULE-CH-LG-M","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 2=ebb",41,19.7,8.13,11409,7.8,18.5,0.3,0.7,9.2," 1=absent",2," Inside",NA," false"," guest: NK (Natalie Kolm)","TULE-CH-LG-M","Tule Red"
7292,"true","Mudsucker","ED;SH;GP;KS","Tule Red","01/26/2023","TULE-CH-LG-M","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NE"," 2=ebb",16,8.5,11.02,657,7.6,108.3,0.63,1.14,13.9," 1=absent",2," Inside",NA," false"," ","TULE-CH-LG-M","Tule Red"
8406,"true","Kvichak","AC;ED;DH;SH","Tule Red","10/11/2023","TULE-CH-LG-NW","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 4=flood",20,18.4,8.8,12373,7.9,36.5,0.33,0.68,6.5," 1=absent",2," Inside",NA," false"," ","TULE-CH-LG-NW","Tule Red"
8227,"true","Mudsucker","DD;GU;DH;SH;GN","Tule Red","09/05/2023","TULE-CH-SM-11","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 2=ebb",73,19.8,4.44,11941,7,9.1,0.15,0.54,23.7," 1=absent",2," Inside",NA," false"," Guest is Natalie Kolm","TULE-CH-SM-11","Tule Red"
9055,"true","Mudsucker","DMC;DH;SH","Tule Red","08/08/2023","TULE-CH-LG-M","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 2=ebb",28,20.6,8.25,10115,7.8,28.3,0.43,1.35,7.6," 1=absent",2," Inside",NA," false"," sampled main channel by buoy","TULE-CH-LG-M","Tule Red"
7435,"true","Mudsucker","AC;ED;AM;GP","Wings Landing","03/16/2023","WING-TP-INT","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," W"," 4=flood",14,11.4,7.93,921,7.6,90.5,0.85,1.85,28.5," 1=absent",1," Inside",NA," false"," ","WING-TP-INT","Wings Landing"
7437,"true","Mudsucker","AC;ED;AM;GP","Wings Landing","03/16/2023","WING-TP-INT","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," W"," 1=high slack",18,13.2,8.42,1002,7.7,59.9,0.61,1.49,29.2," 1=absent",1," Inside",NA," false"," ","WING-TP-INT","Wings Landing"
7852,"true","SeaArk","DMC;SH;GN","Wings Landing","04/13/2023","WING-TP-INT","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NW"," 2=ebb",21,19.5,11.92,2067,8,35,0.48,2.5,51.6," 1=absent",1," Inside",NA," false"," ","WING-TP-INT","Wings Landing"
8068,"true","Mudsucker","DMC;ED;AM","Wings Landing","05/03/2023","WING-TP-INT","3=66-100% clouds","1=wind 1-3 mph; scaley ripples"," NE"," 4=flood",23,16.4,7.12,2187,7.7,44.7,1.08,1.79,47.9," 1=absent",1," Inside",NA," false"," ","WING-TP-INT","Wings Landing"
8069,"true","Mudsucker","DMC;ED;AM","Wings Landing","05/03/2023","WING-TP-INT","3=66-100% clouds","1=wind 1-3 mph; scaley ripples"," NE"," 4=flood",22,16.5,7.12,2180,7.7,44.9,1.06,1.8,47.9," 1=absent",1," Inside",NA," false"," ","WING-TP-INT","Wings Landing"
8070,"true","Mudsucker","DMC;ED;AM","Wings Landing","05/03/2023","WING-TP-INT","3=66-100% clouds","1=wind 1-3 mph; scaley ripples"," NE"," 4=flood",24,16.7,7.24,2185,7.8,48.5,1.09,1.84,46.6," 1=absent",1," Inside",NA," false"," ","WING-TP-INT","Wings Landing"
7436,"true","Mudsucker","AC;ED;AM;GP","Wings Landing","03/16/2023","WING-TP-INT","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," W"," 4=flood",15,13.5,8,994,7.6,79.6,0.65,1.32,27.6," 1=absent",1," Inside",NA," false"," ","WING-TP-INT","Wings Landing"
7349,"true","Mudsucker","AC;DMC;ED;GU;GN","Wings Landing","02/28/2023","WING-TP-INT","3=66-100% clouds","2= wind 4-7 mph; small wavelets"," SE"," 2=ebb",19,8.8,10.7,3358,7.9,62.8,0.53,2.23,38.1," 1=absent",2," Inside",NA," false"," LEIGH SANDERS IS GUEST","WING-TP-INT","Wings Landing"
7268,"true","Mudsucker","AC;ED;GP;KS","Wings Landing","01/19/2023","WING-TP-INT","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," E"," 4=flood",21,10.9,8.8,1048,7.6,27,0.92,1.46,34.3," 1=absent",1," Inside",NA," false"," ","WING-TP-INT","Wings Landing"
8511,"true","Mudsucker","AC;ED;DD;GN","Wings Landing","12/29/2023","WING-TP-INT","3=66-100% clouds","1=wind 1-3 mph; scaley ripples"," SE"," 4=flood",44,12.7,7.64,7251,7.5,17.6,0.28,1.61,45.6," 1=absent",2," Inside",NA," false"," ","WING-TP-INT","Wings Landing"
7348,"true","Mudsucker","AC;DMC;ED;GU;GN","Wings Landing","02/28/2023","WING-TP-INT","3=66-100% clouds","2= wind 4-7 mph; small wavelets"," SW"," 2=ebb",20,7.7,10.46,2843,7.8,40.3,0.54,2.18,39.5," 1=absent",2," Inside",NA," false"," LEIGH SANDERS IS GUEST","WING-TP-INT","Wings Landing"
7267,"true","Mudsucker","AC;ED;GP;KS","Wings Landing","01/19/2023","WING-TP-INT","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," E"," 4=flood",12,8.9,9,1061,7.6,63.8,1.15,1.73,34.5," 1=absent",1," Inside",NA," false"," ","WING-TP-INT","Wings Landing"
7350,"true","Mudsucker","AC;DMC;ED;GU;GN","Wings Landing","02/28/2023","WING-TP-INT","3=66-100% clouds","2= wind 4-7 mph; small wavelets"," SE"," 2=ebb",18,8.6,10.72,2427,7.9,57.1,0.59,2.34,32.5," 1=absent",2," Inside",NA," false"," LEIGH SANDERS IS GUEST","WING-TP-INT","Wings Landing"
8504,"true","Mudsucker","AC;ED;DD;GN","Wings Landing","12/29/2023","WING-CH-INT-PERIM","3=66-100% clouds","1=wind 1-3 mph; scaley ripples"," SE"," 4=flood",38,11.7,6.73,7150,7.3,20,0.32,1.73,48.9," 1=absent",2," Inside",NA," false"," FNU: 19.98","WING-CH-INT-PERIM","Wings Landing"
8067,"true","Mudsucker","DMC;ED;AM","Wings Landing","05/03/2023","WING-BROOD","3=66-100% clouds","0=Calm; glassy"," NE"," 4=flood",20,16.1,6.7,2198,7.7,52.2,1.13,2.09,48," 1=absent",1," Inside",NA," false"," cast net only","WING-BROOD","Wings Landing"
7840,"true","SeaArk","DMC;SH;GN","Wings Landing","04/13/2023","WING-TP-INT","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NW"," 1=high slack",34,14.8,7.39,2008,7.7,26.5,0.67,2.3,51.2," 1=absent",1," Inside",NA," false"," ","WING-TP-INT","Wings Landing"
8510,"true","Mudsucker","AC;ED;DD;GN","Wings Landing","12/29/2023","WING-TP-INT","3=66-100% clouds","1=wind 1-3 mph; scaley ripples"," SE"," 4=flood",46,12.1,6.49,6797,7.4,21.7,0.27,1.6,46.2," 1=absent",2," Inside",NA," false"," ","WING-TP-INT","Wings Landing"
7661,"true","SeaArk","DMC;GP","Wings Landing","03/22/2023","WING-BROOD","3=66-100% clouds","1=wind 1-3 mph; scaley ripples"," E"," 2=ebb",NA,10.6,7.71,1142,7.5,65.5,1.05,2.86,36.1," 1=absent",1," Inside",NA," false"," GPS: Google; no secchi","WING-BROOD","Wings Landing"
7462,"true","Mudsucker","CB;AC;ED;GU","Wings Landing","04/04/2023","WING-TP-INT","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NW"," 4=flood",20,12.7,8.61,1422,7.7,47.7,0.36,1.58,32.9," 1=absent",2," Inside",1," false"," guest: Danie NC","WING-TP-INT","Wings Landing"
7463,"true","Mudsucker","CB;AC;ED;GU","Wings Landing","04/04/2023","WING-CH-INT-PERIM","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NW"," 4=flood",20,12.7,8.6,1416,7.7,48.8,0.41,1.73,33.8," 1=absent",2," Inside",1," false"," DNC = Danie Coye (Guest)","WING-CH-INT-PERIM","Wings Landing"
8509,"true","Mudsucker","AC;ED;DD;GN","Wings Landing","12/29/2023","WING-TP-INT","3=66-100% clouds","1=wind 1-3 mph; scaley ripples"," SE"," 4=flood",44,12,6.96,6805,7.4,18.7,0.3,1.7,46.2," 1=absent",2," Inside",NA," false"," ","WING-TP-INT","Wings Landing"
8505,"true","Mudsucker","AC;ED;DD;GN","Wings Landing","12/29/2023","WING-CH-INT-PERIM","3=66-100% clouds","1=wind 1-3 mph; scaley ripples"," SE"," 4=flood",37,11.9,6.84,7140,7.3,30.8,0.31,1.71,46.3," 1=absent",2," Inside",NA," false"," ","WING-CH-INT-PERIM","Wings Landing"
7663,"true","SeaArk","DMC;GP","Wings Landing","03/22/2023","WING-UNK","3=66-100% clouds","2= wind 4-7 mph; small wavelets"," E"," 2=ebb",NA,12.5,9.16,1269,7.4,87.1,0.94,1.82,31.3," 1=absent",1," Inside",NA," false"," no secchi; GPS - Google","WING-TP-INT","Wings Landing"
7851,"true","SeaArk","DMC;SH;GN","Wings Landing","04/13/2023","WING-TP-INT","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NW"," 2=ebb",23,18.7,11.45,2016,8,34,0.49,2.1,46.5," 1=absent",1," Inside",NA," false"," ","WING-TP-INT","Wings Landing"
8512,"true","Mudsucker","AC;ED;DD;GN","Wings Landing","12/29/2023","WING-BROOD","3=66-100% clouds","1=wind 1-3 mph; scaley ripples"," SE"," 4=flood",43,12.8,7.39,7149,7.4,22.2,0.32,1.79,47," 1=absent",2," Inside",NA," false"," ","WING-BROOD","Wings Landing"
7847,"true","SeaArk","DMC;SH;GN","Wings Landing","04/13/2023","WING-TP-INT","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NW"," 2=ebb",30,13.8,7.84,1993,7.7,28,0.52,1.92,47.4," 1=absent",1," Inside",NA," false"," point samples only","WING-TP-INT","Wings Landing"
7841,"true","SeaArk","DMC;SH;GN","Wings Landing","04/13/2023","WING-TP-INT","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NW"," 1=high slack",36,14.5,7.57,2024,7.7,26.4,0.76,2.7,50.3," 1=absent",1," Inside",NA," false"," point samples only","WING-TP-INT","Wings Landing"
7662,"true","SeaArk","DMC;GP","Wings Landing","03/22/2023","WING-CH-INT-PERIM","3=66-100% clouds","1=wind 1-3 mph; scaley ripples"," E"," 2=ebb",NA,11.4,9.31,1081,7.7,101,0.96,1.77,25.5," 1=absent",1," Inside",NA," false"," GPS: Google; no secchi","WING-CH-INT-PERIM","Wings Landing"
7849,"true","SeaArk","DMC;SH;GN","Wings Landing","04/13/2023","WING-TP-INT","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NW"," 2=ebb",26,15.6,8.75,2030,7.8,26.3,0.52,1.83,49.7," 1=absent",1," Inside",NA," false"," point samples only","WING-TP-INT","Wings Landing"
7850,"true","SeaArk","DMC;SH;GN","Wings Landing","04/13/2023","WING-TP-INT","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NW"," 2=ebb",26,16.1,8.74,2062,7.8,30.2,0.58,2.05,53.8," 1=absent",1," Inside",NA," false"," ","WING-TP-INT","Wings Landing"
7844,"true","SeaArk","DMC;SH;GN","Wings Landing","04/13/2023","WING-BROOD","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NW"," 2=ebb",27,15.5,7.23,2019,7.6,26.6,0.53,2.01,49.2," 1=absent",1," Inside",NA," false"," ","WING-BROOD","Wings Landing"
7269,"true","Mudsucker","AC;ED;GP;KS","Wings Landing","01/19/2023","WING-TP-INT","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," E"," 4=flood",20,9.3,8.23,969,7.5,43.6,0.98,1.44,37.6," 1=absent",1," Inside",NA," false"," ","WING-TP-INT","Wings Landing"
8619,"true","Mudsucker","MA;DH;AM;GN","Winter Island","11/13/2023","WINT-UNK","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," N"," 2=ebb",78,16.3,8.89,5823,7.6,7.4,0.12,0.49,6.4," 1=absent",2," Inside",NA," false"," ","WINT-CH-INT","Winter Island"
8265,"true","Mudsucker","DMC;SH;AM","Winter Island","10/19/2023","WINT-UNK","1=0-33% clouds","0=Calm; glassy"," E"," 2=ebb",85,19.4,6.9,2081,7.1,5.7,0.07,0.29,8.9," 1=absent",1," Inside",NA," false"," ","WINT-CH-INT","Winter Island"
7316,"true","Mudsucker","AC;ED;GU;GP;KS","Winter Island","02/02/2023","WINT-T-PONDS-E","3=66-100% clouds","1=wind 1-3 mph; scaley ripples"," NE"," 4=flood",39,7.8,9.76,408,7.3,22.4,0.64,0.62,23.3," 1=absent",2," Inside",NA," false"," Leigh Sanders: Guest","WINT-T-PONDS-E","Winter Island"
8266,"true","Mudsucker","DMC;SH;AM","Winter Island","10/19/2023","WINT-T-PONDS-E","1=0-33% clouds","0=Calm; glassy"," E"," 2=ebb",77,19.5,8.63,2071,7.3,6.4,0.14,0.35,8.3," 1=absent",1," Inside",NA," false"," ","WINT-T-PONDS-E","Winter Island"
8445,"true","Mudsucker","AC;ED;DD;GU;SH","Winter Island","12/11/2023","WINT-CH-INT","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," W"," 4=flood",88,11.8,9.87,7895,7.6,10.2,0.18,0.3,7.2," 1=absent",2," Inside",NA," false"," ","WINT-CH-INT","Winter Island"
8443,"true","Mudsucker","AC;ED;DD;GU;SH","Winter Island","12/11/2023","WINT-CH-E","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," W"," 4=flood",89,11.5,9.94,6884,7.6,5.7,0.21,0.42,7.4," 1=absent",2," Inside",NA," false"," ","WINT-CH-E","Winter Island"
7317,"true","Mudsucker","AC;ED;GU;GP;KS","Winter Island","02/02/2023","WINT-CH-INT","3=66-100% clouds","1=wind 1-3 mph; scaley ripples"," NE"," 4=flood",32,8.3,10.19,299,7.4,25.8,0.31,0.54,22.4," 1=absent",2," Inside",NA," false"," DAY ENDED DUE TO CREW HEALTH ISSUE. Leigh Sanders: Guest","WINT-CH-INT","Winter Island"
8128,"true","Mudsucker","DMC;SH","Winter Island","08/02/2023","WINT-UNK","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 2=ebb",NA,21.9,6.33,2156,6.9,4.5,0.15,0.48,14.5," 1=absent",2," Inside",NA," false"," too shallow for secchi; east breach connecting to main channel","WINT-CH-BREACH-E","Winter Island"
7923,"true","Mudsucker","MA;GU;AM;GN","Winter Island","05/30/2023","WINT-CH-INT","1=0-33% clouds","2= wind 4-7 mph; small wavelets"," SW"," 2=ebb",70,20.1,7.07,176,7,14.8,0.22,0.76,11.3," 1=absent",2," Inside",NA," false"," ","WINT-CH-INT","Winter Island"
7922,"true","Mudsucker","MA;GU;AM;GN","Winter Island","05/30/2023","WINT-CH-INT","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 2=ebb",90,19.9,7.3,122,7.1,6.8,0.13,0.47,9.8," 1=absent",2," Inside",NA," false"," ","WINT-CH-INT","Winter Island"
8618,"true","Mudsucker","MA;DH;AM;GN","Winter Island","11/13/2023","WINT-UNK","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," N"," 2=ebb",92,16,8.76,7259,7.6,7,0.14,0.4,6.5," 1=absent",2," Inside",NA," false"," ","WINT-CH-INT","Winter Island"
8264,"true","Mudsucker","DMC;SH;AM","Winter Island","10/19/2023","WINT-UNK","1=0-33% clouds","0=Calm; glassy"," N"," 2=ebb",95,19.3,7.23,1890,7.2,6.5,0.06,0.3,8.3," 1=absent",1," Inside",NA," false"," ","WINT-UNK","Winter Island"
8617,"true","Mudsucker","MA;DH;AM;GN","Winter Island","11/13/2023","WINT-UNK","2=33-66% clouds","1=wind 1-3 mph; scaley ripples"," N"," 4=flood",76,16.1,8.95,6666,7.6,7.6,0.13,0.35,6.3," 1=absent",2," Inside",NA," false"," ","WINT-CH-E","Winter Island"
7921,"true","Mudsucker","MA;GU;AM;GN","Winter Island","05/30/2023","WINT-CH-INT","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 2=ebb",74,19.7,7.84,112,7.2,6.7,0.13,0.42,8.9," 1=absent",2," Inside",NA," false"," ","WINT-CH-INT","Winter Island"
8615,"true","Mudsucker","MA;DH;AM;GN","Winter Island","11/13/2023","WINT-UNK","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," N"," 4=flood",67,15.8,8.56,4502,7.3,7.3,0.14,0.43,7.1," 1=absent",2," Inside",NA," false"," ","WINT-CH-INT","Winter Island"
8127,"true","Mudsucker","DMC;SH","Winter Island","08/02/2023","WINT-UNK","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 2=ebb",85,21.7,3.98,1385,6.8,5.9,0.15,0.46,12.4," 1=absent",2," Inside",NA," false"," south part of main channel","WINT-CH-INT","Winter Island"
8616,"true","Mudsucker","MA;DH;AM;GN","Winter Island","11/13/2023","WINT-UNK","3=66-100% clouds","1=wind 1-3 mph; scaley ripples"," N"," 4=flood",77,16,8.93,6304,7.6,7.6,0.13,0.35,6.2," 1=absent",2," Inside",NA," false"," site_visit_photo-202311","WINT-UNK","Winter Island"
8444,"true","Mudsucker","AC;ED;DD;GU;SH","Winter Island","12/11/2023","WINT-CH-INT","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," W"," 4=flood",101,11.6,9.96,6472,7.6,7.2,0.2,0.37,7.3," 1=absent",2," Inside",NA," false"," ","WINT-CH-INT","Winter Island"
8248,"true","Kvichak","ED;DH;SH;AM","Winter Island","10/09/2023","WINT-CH-INT","3=66-100% clouds","1=wind 1-3 mph; scaley ripples"," W"," 4=flood",39,19.8,8.37,2896,7.7,15,0.21,0.42,6.1," 1=absent",2," Inside",NA," false"," ","WINT-CH-INT","Winter Island"
7927,"true","Mudsucker","MA;GU;AM;GN","Winter Island","05/30/2023","WINT-CH-INT","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 2=ebb",44,20.6,7.69,190,7.1,10.4,0.21,0.69,12.1," 1=absent",2," Inside",NA," false"," ","WINT-CH-INT","Winter Island"
7315,"true","Mudsucker","AC;ED;GU;GP;KS","Winter Island","02/02/2023","WINT-CH-INT","3=66-100% clouds","1=wind 1-3 mph; scaley ripples"," NE"," 4=flood",36,8.3,10.4,259,7.4,28,0.31,0.6,20.9," 1=absent",2," Inside",NA," false"," Leigh Sanders: guest","WINT-CH-INT","Winter Island"
7498,"true","Mudsucker","AC;ED;AM;GN","Winter Island","04/05/2023","WINT-CH-INT","2=33-66% clouds","1=wind 1-3 mph; scaley ripples"," NW"," 4=flood",50,13.1,10.1,179,7.5,15.6,0.2,0.53,14.7," 1=absent",2," Inside",NA," false"," ","WINT-CH-INT","Winter Island"
8366,"true","Mudsucker","AC;ED;DH;AM","Winter Island","11/15/2023","WINT-T-PONDS-W","3=66-100% clouds","1=wind 1-3 mph; scaley ripples"," E"," 4=flood",103,15.4,8.49,5703,7.4,6.9,0.19,0.49,7.9," 1=absent",2," Inside",NA," false"," ","WINT-T-PONDS-W","Winter Island"
7919,"true","Mudsucker","MA;GU;AM;GN","Winter Island","05/30/2023","WINT-CH-BREACH-E","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," W"," 2=ebb",83,18.6,9.08,109,7.7,7.5,0.18,0.7,7.5," 1=absent",2," Inside",NA," false"," ","WINT-CH-BREACH-E","Winter Island"
8141,"true","Mudsucker","AC;DH;SH;GN","Winter Island","08/22/2023","WINT-CH-BREACH-E","2=33-66% clouds","1=wind 1-3 mph; scaley ripples"," W"," 2=ebb",92,22.6,7.65,2710,7.5,7.2,0.29,0.34,8.1," 1=absent",1," Inside",NA," false"," ","WINT-CH-BREACH-E","Winter Island"
8054,"true","Kvichak","AC;ED;SH;SS","Winter Island","06/13/2023","WINT-CH-E","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," W"," 1=high slack",60,19.5,8.84,116,7.7,8.3,0.2,0.51,8.6," 1=absent",2," Inside",NA," false"," ","WINT-CH-E","Winter Island"
7920,"true","Mudsucker","MA;GU;AM;GN","Winter Island","05/30/2023","WINT-CH-BREACH-E","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 2=ebb",88,19,8.85,111,7.5,6.3,0.21,0.56,7.9," 1=absent",2," Inside",NA," false"," Guest BO","WINT-CH-BREACH-E","Winter Island"
7496,"true","Mudsucker","AC;ED;AM;GN","Winter Island","04/05/2023","WINT-CH-INT","2=33-66% clouds","1=wind 1-3 mph; scaley ripples"," NW"," 4=flood",46,13.2,10.1,179,7.4,13,0.15,0.48,14.7," 1=absent",2," Inside",NA," false"," ","WINT-CH-INT","Winter Island"
8621,"true","Mudsucker","MA;DH;AM;GN","Winter Island","11/13/2023","WINT-UNK","1=0-33% clouds","0=Calm; glassy"," NA"," 2=ebb",103,16.2,8.48,6208,7.5,4.7,0.15,0.4,6.8," 1=absent",2," Inside",NA," false"," ","WINT-CH-E","Winter Island"
7369,"true","Mudsucker","DMC;ED;AM;KMP","Winter Island","03/15/2023","WINT-CH-INT","3=66-100% clouds","1=wind 1-3 mph; scaley ripples"," NW"," 2=ebb",40,11.2,10.19,211,7.5,16,0.42,0.71,22.2," 1=absent",1," Inside",NA," false"," ","WINT-CH-INT","Winter Island"
7252,"true","Mudsucker","MA;AC;ED;GP","Winter Island","01/12/2023","WINT-CH-INT","3=66-100% clouds","1=wind 1-3 mph; scaley ripples"," SE"," 2=ebb",21,10.1,9.5,211,7.3,58.2,0.89,0.73,24.4," 1=absent",1," Inside",NA," false"," ","WINT-CH-INT","Winter Island"
