"","VisitNo","SampleID_key","SampleID_frp","QAQC.x","GearType","GearTypeAbbreviation","Habitat","SeineCode","TowDirection","HabitatMorphology","DepthOfWater","CableOut","LengthOfTrawl","Width","Netter","StartTime","EndTime","Duration","PercentOpen","DepthOfSample","LatitudeStart","LongitudeStart","LatitudeEnd","LongitudeEnd","NetMeterSerial","NetMeterStart","NetMeterEnd","Volts","DutyCycle","Amps","PulseRate","VolumeEstimated","SeineDeploymentType","GearDetail","Silt","Sand","Gravel","Cobble","Boulder","Organics","MassOfStandardLow","MassOfStandardHigh","QuestionableData.x","VegetationInSample","FlowType","DragMethod","NetNumber","CodEnd","CodEndPercent","GpsUnit","GpsAccuracy","DepthSource","Comments","Flagged_Data","QAQC.y","Boat","Crew","Location","Visit.Date","Station","Weather","WindWaves","WindDirection","Tide","Secchi","SurfTemp","DO","SC","pH","Turbidity","Phycocyanin","Chlorophyll","FDOM","Microcystis","SondeNo","Wetland","DataQuality","QuestionableData.y","SiteComments","Visit.Date2","year","month","DateTime","Season"
"628",8545,14073,"SAV12-LIBE-07NOV2023","true","MI","SAV",""," "," "," Channel edge",1.5,NA,NA,NA,"","15:49","",NA,NA,0.75,38.26865,121.670479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," 1",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","",NA," "," ",5," "," sav_photo-20231107",NA,"true","Mudsucker","AC;DMC;DD;DH","Liberty Island","11/07/2023","LIBE_UNK","1=0-33% clouds","3= wind 8-12 mph; large wavelets"," N"," 2=ebb",NA,16.4,11.99,158,8.8,2.1,0.14,0.38,6.5," 1=absent",2," Inside",NA," false"," secchi hit bottom",2023-11-07,2023,11,"2023-11-07 15:49","Fall"
"629",8545,14074,"SR12-LIBE-07NOV2023","true","MI","SR",""," "," "," Channel edge",1.5,NA,NA,NA,"","15:49","",NA,NA,1.5,38.26865,121.670479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","",NA," "," ",5," "," 1858g",NA,"true","Mudsucker","AC;DMC;DD;DH","Liberty Island","11/07/2023","LIBE_UNK","1=0-33% clouds","3= wind 8-12 mph; large wavelets"," N"," 2=ebb",NA,16.4,11.99,158,8.8,2.1,0.14,0.38,6.5," 1=absent",2," Inside",NA," false"," secchi hit bottom",2023-11-07,2023,11,"2023-11-07 15:49","Fall"
"630",8545,14072,"ZOOP14-LIBE-07NOV2023","true","Trawl","ZOOP",""," "," 2= against flow"," Channel",1.7,NA,NA,NA,"","16:05","16:10",5,NA,NA,38.269232,121.671258,38.27175,121.671553,31511,654827,662224,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," false"," 1.Surface","1.Boat","1",2," "," ",5," "," ",NA,"true","Mudsucker","AC;DMC;DD;DH","Liberty Island","11/07/2023","LIBE_UNK","1=0-33% clouds","3= wind 8-12 mph; large wavelets"," N"," 2=ebb",NA,16.4,11.99,158,8.8,2.1,0.14,0.38,6.5," 1=absent",2," Inside",NA," false"," secchi hit bottom",2023-11-07,2023,11,"2023-11-07 16:05","Fall"
"631",8545,14071,"MAC14-LIBE-07NOV2023","true","Trawl","MAC",""," "," 2= against flow"," Channel",1.7,NA,NA,NA,"","16:05","16:15",10,NA,NA,38.269204,121.67125,38.274429,121.67142,31507,86398,108602,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," false"," 1.Surface","1.Boat","5",5," "," ",5," "," ",NA,"true","Mudsucker","AC;DMC;DD;DH","Liberty Island","11/07/2023","LIBE_UNK","1=0-33% clouds","3= wind 8-12 mph; large wavelets"," N"," 2=ebb",NA,16.4,11.99,158,8.8,2.1,0.14,0.38,6.5," 1=absent",2," Inside",NA," false"," secchi hit bottom",2023-11-07,2023,11,"2023-11-07 16:05","Fall"
"632",8546,14075,"EAV11-RYER-14NOV2023","true","MI","EAV",""," "," "," Channel edge",0.8,NA,NA,NA,"","11:35","",NA,NA,0.4,38.075844,122.01394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," 2",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","",NA," "," ",5," "," 30 stems sampled. sweep_photo-2023111",NA,"true","Chinook","MA;DMC;SH;AM","Ryer Island","11/14/2023","RYER-UNK","3=66-100% clouds","0=Calm; glassy"," NE"," 4=flood",47,15.7,8.66,16371,7.7,13.1,0.15,0.52,6.8," 1=absent",2," Inside",NA," false"," ",2023-11-14,2023,11,"2023-11-14 11:35","Fall"
"633",8547,14076,"EAV12-RYER-14NOV2023","true","MI","EAV",""," "," "," Channel edge",1.09,NA,NA,NA,"","11:56","",NA,NA,0.54,38.0817,122.017727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," 2",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","",NA," "," ",5," "," 35 stems sampled; sweep_photo-202311",NA,"true","Chinook","MA;DMC;SH;AM","Ryer Island","11/14/2023","RYER-UNK","3=66-100% clouds","0=Calm; glassy"," NE"," 4=flood",84,15.8,8.8,18624,7.7,8.3,0.13,0.57,6.7," 1=absent",2," Inside",NA," false"," ",2023-11-14,2023,11,"2023-11-14 11:56","Fall"
"634",8548,14077,"EAV13-RYER-14NOV2023","true","MI","EAV",""," "," "," Channel edge",0.95,NA,NA,NA,"","12:41","",NA,NA,0.48,38.081949,122.006462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," 2",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","",NA," "," ",5," "," stems sampled 35; sweep_photo-202311",NA,"true","Chinook","MA;DMC;SH;AM","Ryer Island","11/14/2023","RYER-UNK","2=33-66% clouds","0=Calm; glassy"," NE"," 4=flood",75,15.8,8.71,15689,7.6,7.7,0.15,0.48,7.2," 1=absent",2," Inside",NA," false"," FAVGEN for site veg (unable to ID from a distance)",2023-11-14,2023,11,"2023-11-14 12:41","Fall"
"635",8549,14078,"EAV14-RYER-14NOV2023","true","MI","EAV",""," "," "," Channel edge",0.97,NA,NA,NA,"","12:51","",NA,NA,0.48,38.078098,122.008859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," 2",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","",NA," "," ",5," "," 84 stems sampled. stem count includes individual cattail leaves; sweep_photo-202311",NA,"true","Chinook","MA;DMC;SH;AM","Ryer Island","11/14/2023","RYER-UNK","2=33-66% clouds","0=Calm; glassy"," NE"," 4=flood",95,15.9,8.98,13765,7.7,5.4,0.14,0.54,7.2," 1=absent",2," Inside",NA," false"," ",2023-11-14,2023,11,"2023-11-14 12:51","Fall"
"636",8558,14087,"MAC11-RYER-14NOV2023","true","Trawl","MAC",""," "," 2= against flow"," Channel",2.8,NA,NA,NA,"","14:14","14:24",10,NA,NA,38.086371,122.023208,38.086158,122.016467,31507,198364,219782,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," false"," 1.Surface","1.Boat","5",5," "," ",5," "," mac_photos-202311",NA,"true","Chinook","MA;DMC;SH;AM","Ryer Island","11/14/2023","RYER-UNK","2=33-66% clouds","1=wind 1-3 mph; scaley ripples"," NE"," 2=ebb",80,16,8.73,19105,7.8,6,0.15,0.65,6.7," 1=absent",2," Inside",NA," false"," site_visit_photo-2023",2023-11-14,2023,11,"2023-11-14 14:14","Fall"
"637",8558,14088,"ZOOP11-RYER-14NOV2023","true","Trawl","ZOOP",""," "," 2= against flow"," Channel",3,NA,NA,NA,"","14:14","14:19",5,NA,NA,38.086367,122.023196,38.086094,122.019734,31508,483281,490777,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," false"," 1.Surface","1.Boat","4",9," "," ",5," "," zoop_photos-20231114",NA,"true","Chinook","MA;DMC;SH;AM","Ryer Island","11/14/2023","RYER-UNK","2=33-66% clouds","1=wind 1-3 mph; scaley ripples"," NE"," 2=ebb",80,16,8.73,19105,7.8,6,0.15,0.65,6.7," 1=absent",2," Inside",NA," false"," site_visit_photo-2023",2023-11-14,2023,11,"2023-11-14 14:14","Fall"
"638",8559,14089,"MAC12-RYER-14NOV2023","true","Trawl","MAC",""," "," 2= against flow"," Channel",3,NA,NA,NA,"","14:37","14:47",10,NA,NA,38.085423,122.016175,38.080994,122.017251,31507,219778,239556,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," true"," 1.Surface","1.Boat","5",5," "," ",5," "," direction of current changed a couple of times; but sampling was predominantly against current. ",NA,"true","Chinook","MA;DMC;SH;AM","Ryer Island","11/14/2023","RYER-UNK","2=33-66% clouds","1=wind 1-3 mph; scaley ripples"," NE"," 2=ebb",95,16,8.88,18392,7.8,5.1,0.15,0.71,6.9," 1=absent",2," Inside",NA," false"," ",2023-11-14,2023,11,"2023-11-14 14:37","Fall"
"639",8559,14090,"ZOOP12-RYER-14NOV2023","true","Trawl","ZOOP",""," "," 2= against flow"," Channel",2.3,NA,NA,NA,"","14:37","14:42",5,NA,NA,38.085413,122.016183,38.083367,122.017723,31508,490777,497344,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," false"," 1.Surface","1.Boat","4",9," "," ",5," "," direction of current changed a couple of times; but sampling was predominately against current.",NA,"true","Chinook","MA;DMC;SH;AM","Ryer Island","11/14/2023","RYER-UNK","2=33-66% clouds","1=wind 1-3 mph; scaley ripples"," NE"," 2=ebb",95,16,8.88,18392,7.8,5.1,0.15,0.71,6.9," 1=absent",2," Inside",NA," false"," ",2023-11-14,2023,11,"2023-11-14 14:37","Fall"
"640",8560,14092,"ZOOP13-RYER-14NOV2023","true","Trawl","ZOOP",""," "," 2= against flow"," Channel",4.2,NA,NA,NA,"","15:06","15:11",5,NA,NA,38.075515,122.01509,38.076875,122.013808,31508,497344,505377,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," false"," 1.Surface","1.Boat","4",9," "," ",5," "," ",NA,"true","Chinook","MA;DMC;SH;AM","Ryer Island","11/14/2023","RYER-UNK","2=33-66% clouds","1=wind 1-3 mph; scaley ripples"," NE"," 2=ebb",86,15.9,8.7,16651,7.7,6.2,0.14,0.5,7.2," 1=absent",2," Inside",NA," false"," ",2023-11-14,2023,11,"2023-11-14 15:06","Fall"
"641",8560,14091,"MAC13-RYER-14NOV2023","true","Trawl","MAC",""," "," 2= against flow"," Channel",3.7,NA,NA,NA,"","15:06","15:16",10,NA,NA,38.075511,122.0151,38.078551,122.014196,31507,239556,262088,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," false"," 1.Surface","1.Boat","5",5," "," ",5," "," ",NA,"true","Chinook","MA;DMC;SH;AM","Ryer Island","11/14/2023","RYER-UNK","2=33-66% clouds","1=wind 1-3 mph; scaley ripples"," NE"," 2=ebb",86,15.9,8.7,16651,7.7,6.2,0.14,0.5,7.2," 1=absent",2," Inside",NA," false"," ",2023-11-14,2023,11,"2023-11-14 15:06","Fall"
"642",8561,14093,"MAC14-RYER-14NOV2023","true","Trawl","MAC",""," "," 2= against flow"," Channel",1.5,NA,NA,NA,"","15:44","15:54",10,NA,NA,38.08018,122.008564,38.084293,122.009493,31507,262171,287767,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," false"," 1.Surface","1.Boat","5",5," "," ",5," "," direction of current kept switching",NA,"true","Chinook","MA;DMC;SH;AM","Ryer Island","11/14/2023","RYER-UNK","2=33-66% clouds","1=wind 1-3 mph; scaley ripples"," NE"," 2=ebb",96,14.7,7.31,14931,7.2,3.9,0.13,0.6,9.4," 1=absent",2," Inside",NA," false"," ",2023-11-14,2023,11,"2023-11-14 15:44","Fall"
"643",8561,14094,"ZOOP14-RYER-14NOV2023","true","Trawl","ZOOP",""," "," 2= against flow"," Channel",1.3,NA,NA,NA,"","15:44","15:49",5,NA,NA,38.080188,122.008562,38.082279,122.006276,31508,505377,513887,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," false"," 1.Surface","1.Boat","4",9," "," ",5," "," direction of current kept switching",NA,"true","Chinook","MA;DMC;SH;AM","Ryer Island","11/14/2023","RYER-UNK","2=33-66% clouds","1=wind 1-3 mph; scaley ripples"," NE"," 2=ebb",96,14.7,7.31,14931,7.2,3.9,0.13,0.6,9.4," 1=absent",2," Inside",NA," false"," ",2023-11-14,2023,11,"2023-11-14 15:44","Fall"
"644",8581,14101,"EAV11-LOWE-06NOV2023","true","MI","EAV",""," "," "," Channel edge",0.8,NA,NA,NA,"","11:28","",NA,NA,0.4,38.346954,121.668281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," 2",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","",NA," "," ",5," "," 18 stems sampled",NA,"true","SeaArk","DD;SH;GN","Lower Yolo Ranch","11/06/2023","LOWE-UNK","2=33-66% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 4=flood",120,17.3,9.14,240,7.7,3.5,0.17,0.24,11," 1=absent",1," Inside",NA," false"," ",2023-11-06,2023,11,"2023-11-06 11:28","Fall"
"645",8582,14103,"SR11-LOWE-06NOV2023","true","MI","SR",""," "," "," Channel",1.3,NA,NA,NA,"","12:03","",NA,NA,0.65,38.356564,121.659106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," 2",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","",NA," "," ",5," "," ",NA,"true","SeaArk","DD;SH;GN","Lower Yolo Ranch","11/06/2023","LOWE-UNK","2=33-66% clouds","2= wind 4-7 mph; small wavelets"," SW"," 4=flood",145,17.4,9.68,445,7.9,2.5,0.23,0.43,12.5," 1=absent",1," Inside",NA," false"," point samples only",2023-11-06,2023,11,"2023-11-06 12:03","Fall"
"646",8582,14102,"SAV11-LOWE-06NOV2023","true","MI","SAV",""," "," "," Channel",1.3,NA,NA,NA,"","12:03","",NA,NA,0.65,38.356564,121.659106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," 2",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","",NA," "," ",5," "," sav_photo-20231106",NA,"true","SeaArk","DD;SH;GN","Lower Yolo Ranch","11/06/2023","LOWE-UNK","2=33-66% clouds","2= wind 4-7 mph; small wavelets"," SW"," 4=flood",145,17.4,9.68,445,7.9,2.5,0.23,0.43,12.5," 1=absent",1," Inside",NA," false"," point samples only",2023-11-06,2023,11,"2023-11-06 12:03","Fall"
"647",8583,14104,"EAV12-LOWE-06NOV2023","true","MI","EAV",""," "," "," Channel edge",0.74,NA,NA,NA,"","12:42","",NA,NA,0.37,38.34783,121.663064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," 2",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","",NA," "," ",5," "," 62 stems sampled",NA,"true","SeaArk","DD;SH;GN","Lower Yolo Ranch","11/06/2023","LOWE-UNK","2=33-66% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 4=flood",180,16.8,8.94,220,7.6,3.1,0.14,0.26,10.6," 1=absent",1," Inside",NA," false"," point samples only",2023-11-06,2023,11,"2023-11-06 12:42","Fall"
"648",8584,14105,"FAV11-LOWE-06NOV2023","true","MI","FAV",""," "," "," Channel edge",1.25,NA,NA,NA,"","13:13","",NA,NA,0.3,38.350293,121.66039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," 2",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","",NA," "," ",5," "," ",NA,"true","SeaArk","DD;SH;GN","Lower Yolo Ranch","11/06/2023","LOWE-UNK","1=0-33% clouds","2= wind 4-7 mph; small wavelets"," SW"," 4=flood",100,17.1,9.08,223,7.7,3.1,0.14,0.28,10.7," 1=absent",1," Inside",NA," false"," ",2023-11-06,2023,11,"2023-11-06 13:13","Fall"
"649",8585,14107,"ZOOP11-LOWE-06NOV2023","true","Trawl","ZOOP",""," "," 2= against flow"," Channel",2.4,NA,NA,NA,"","14:06","14:11",5,NA,NA,38.341541,121.665324,38.343656,121.664706,31508,395101,399351,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," false"," 1.Surface","1.Boat","4",9," "," ",5," "," spilled about 5% of sample",NA,"true","SeaArk","DD;SH;GN","Lower Yolo Ranch","11/06/2023","LOWE-UNK","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 2=ebb",183,16.6,8.92,218,7.6,2.7,0.12,0.27,10.8," 1=absent",1," Inside",NA," false"," ",2023-11-06,2023,11,"2023-11-06 14:06","Fall"
"650",8585,14106,"MAC11-LOWE-06NOV2023","true","Trawl","MAC",""," "," 2= against flow"," Channel",2.1,NA,NA,NA,"","14:06","14:16",10,NA,NA,38.341541,121.665324,38.345729,121.663919,31506,750242,766143,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," false"," 1.Surface","1.Boat","11",11," "," ",5," "," ",NA,"true","SeaArk","DD;SH;GN","Lower Yolo Ranch","11/06/2023","LOWE-UNK","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 2=ebb",183,16.6,8.92,218,7.6,2.7,0.12,0.27,10.8," 1=absent",1," Inside",NA," false"," ",2023-11-06,2023,11,"2023-11-06 14:06","Fall"
"651",8586,14109,"ZOOP12-LOWE-06NOV2023","true","Trawl","ZOOP",""," "," 2= against flow"," Channel",1.8,NA,NA,NA,"","14:45","14:51",5,NA,NA,38.350753,121.661791,38.352922,121.660792,31508,399374,405103,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," false"," 1.Surface","1.Boat","4",9," "," ",5," "," ",NA,"true","SeaArk","DD;SH;GN","Lower Yolo Ranch","11/06/2023","LOWE-UNK","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 2=ebb",115,17,9.34,219,7.7,3,0.12,0.27,10.6," 1=absent",1," Inside",NA," false"," ",2023-11-06,2023,11,"2023-11-06 14:45","Fall"
"652",8586,14108,"MAC12-LOWE-06NOV2023","true","Trawl","MAC",""," "," 2= against flow"," Channel",1.5,NA,NA,NA,"","14:45","14:56",10,NA,NA,38.350746,121.661794,38.355008,121.659771,31506,766175,784253,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," true"," 1.Surface","1.Boat","11",11," "," ",5," "," ",NA,"true","SeaArk","DD;SH;GN","Lower Yolo Ranch","11/06/2023","LOWE-UNK","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 2=ebb",115,17,9.34,219,7.7,3,0.12,0.27,10.6," 1=absent",1," Inside",NA," false"," ",2023-11-06,2023,11,"2023-11-06 14:45","Fall"
"653",8587,14111,"ZOOP13-LOWE-06NOV2023","true","Trawl","ZOOP",""," "," 2= against flow"," Channel",1.3,NA,NA,NA,"","15:23","15:27",5,NA,NA,38.350463,121.661357,38.351356,121.658855,31508,405127,412394,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," false"," 1.Surface","1.Boat","4",9," "," ",5," "," ",NA,"true","SeaArk","DD;SH;GN","Lower Yolo Ranch","11/06/2023","LOWE-UNK","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 2=ebb",171,17.1,9.34,220,7.7,2.8,0.13,0.26,10.6," 1=absent",1," Inside",NA," false"," ",2023-11-06,2023,11,"2023-11-06 15:23","Fall"
"654",8587,14110,"MAC13-LOWE-06NOV2023","true","Trawl","MAC",""," "," 2= against flow"," Channel",1,NA,NA,NA,"","15:23","15:34",10,NA,NA,38.350463,121.661366,38.352643,121.657487,31506,784307,803617,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," false"," 1.Surface","1.Boat","11",11," "," ",5," "," cod end hit prop but only minor scratches; some filth in cod end",NA,"true","SeaArk","DD;SH;GN","Lower Yolo Ranch","11/06/2023","LOWE-UNK","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 2=ebb",171,17.1,9.34,220,7.7,2.8,0.13,0.26,10.6," 1=absent",1," Inside",NA," false"," ",2023-11-06,2023,11,"2023-11-06 15:23","Fall"
"655",8588,14112,"MAC14-LOWE-06NOV2023","true","Trawl","MAC",""," "," 2= against flow"," Channel",1.2,NA,NA,NA,"","15:58","16:08",10,NA,NA,38.343328,121.665064,38.345566,121.671333,31506,803714,829222,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," false"," 1.Surface","1.Boat","11",11," "," ",5," "," ",NA,"true","SeaArk","DD;SH;GN","Lower Yolo Ranch","11/06/2023","LOWE-UNK","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 2=ebb",142,17.3,9.43,221,7.8,3,0.14,0.29,10.6," 1=absent",1," Inside",NA," false"," ",2023-11-06,2023,11,"2023-11-06 15:58","Fall"
"656",8588,14113,"ZOOP14-LOWE-06NOV2023","true","Trawl","ZOOP",""," "," 2= against flow"," Channel",1.3,NA,NA,NA,"","15:58","16:03",5,NA,NA,38.343331,121.665069,38.344796,121.667766,31508,412397,420361,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," false"," 1.Surface","1.Boat","4",9," "," ",5," "," ",NA,"true","SeaArk","DD;SH;GN","Lower Yolo Ranch","11/06/2023","LOWE-UNK","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 2=ebb",142,17.3,9.43,221,7.8,3,0.14,0.29,10.6," 1=absent",1," Inside",NA," false"," ",2023-11-06,2023,11,"2023-11-06 15:58","Fall"
"657",8601,14122,"SR11-FLYW-06NOV2023","true","MI","SR",""," "," "," Channel",0.86,NA,NA,NA,"","11:47","",NA,NA,0.86,38.360885,121.647641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","",NA," "," ",5," "," 179 g; sav_photo-20231106",NA,"true","Mudsucker","CB;DMC;GU;DH","Flyway Farms","11/06/2023","FLYW-UNK","2=33-66% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 4=flood",82,17,10.2,199,8.1,4.3,0.12,0.37,8," 1=absent",2," Inside",NA," false"," water was disturbed by prop wash; guest EP",2023-11-06,2023,11,"2023-11-06 11:47","Fall"
"658",8601,14121,"SAV11-FLYW-06NOV2023","true","MI","SAV",""," "," "," Channel",0.86,NA,NA,NA,"","11:47","",NA,NA,0.43,38.360885,121.647641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," 1",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","",NA," "," ",5," "," ",NA,"true","Mudsucker","CB;DMC;GU;DH","Flyway Farms","11/06/2023","FLYW-UNK","2=33-66% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 4=flood",82,17,10.2,199,8.1,4.3,0.12,0.37,8," 1=absent",2," Inside",NA," false"," water was disturbed by prop wash; guest EP",2023-11-06,2023,11,"2023-11-06 11:47","Fall"
"659",8602,14124,"SR12-FLYW-06NOV2023","true","MI","SR",""," "," "," Channel",0.97,NA,NA,NA,"","12:44","",NA,NA,0.8,38.36281,121.642975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," 1",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","",NA," "," ",5," "," ",NA,"true","Mudsucker","CB;DMC;GU;DH","Flyway Farms","11/06/2023","FLYW-UNK","2=33-66% clouds","1=wind 1-3 mph; scaley ripples"," SE"," 4=flood",120,16.8,9.92,193,8.1,3.2,0.13,0.4,7.8," 1=absent",2," Inside",NA," false"," guest: EP",2023-11-06,2023,11,"2023-11-06 12:44","Fall"
"660",8602,14123,"SAV12-FLYW-06NOV2023","true","MI","SAV",""," "," "," Channel",0.97,NA,NA,NA,"","12:44","",NA,NA,0.8,38.36281,121.642975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," 1",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","",NA," "," ",5," "," ",NA,"true","Mudsucker","CB;DMC;GU;DH","Flyway Farms","11/06/2023","FLYW-UNK","2=33-66% clouds","1=wind 1-3 mph; scaley ripples"," SE"," 4=flood",120,16.8,9.92,193,8.1,3.2,0.13,0.4,7.8," 1=absent",2," Inside",NA," false"," guest: EP",2023-11-06,2023,11,"2023-11-06 12:44","Fall"
"661",8603,14125,"EAV11-FLYW-06NOV2023","true","MI","EAV",""," "," "," Channel edge",0.7,NA,NA,NA,"","13:15","",NA,NA,0.35,38.360751,121.642645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," 5",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","",NA," "," ",5," "," 12 stems sampled",NA,"true","Mudsucker","CB;DMC;GU;DH","Flyway Farms","11/06/2023","FLYW-UNK","2=33-66% clouds","1=wind 1-3 mph; scaley ripples"," SE"," 4=flood",NA,16.6,9.14,187,8.1,3.2,0.09,0.3,7.5," 1=absent",2," Inside",NA," false"," guest: Elijah Portugal. secchi hit bottom",2023-11-06,2023,11,"2023-11-06 13:15","Fall"
"662",8604,14127,"ZOOP13-FLYW-06NOV2023","true","Trawl","ZOOP",""," "," 2= against flow"," Channel",0.9,NA,NA,NA,"","15:15","15:20",5,NA,NA,38.361091,121.643008,38.362758,121.642894,31511,632819,638314,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," false"," 1.Surface","1.Boat","5",1," "," ",5," "," ",NA,"true","Mudsucker","CB;DMC;GU;DH","Flyway Farms","11/06/2023","FLYW-UNK","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," S"," 2=ebb",NA,16.9,9.5,187,8.2,2.7,0.07,0.37,7.5," 1=absent",2," Inside",NA," false"," guest: EP. secchi hit bottom",2023-11-06,2023,11,"2023-11-06 15:15","Fall"
"663",8604,14126,"MAC13-FLYW-06NOV2023","true","Trawl","MAC",""," "," 2= against flow"," Channel",0.9,NA,NA,NA,"","15:15","15:25",9.6,NA,NA,38.361091,121.643008,38.364436,121.643045,31507,23841,38882,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," false"," 1.Surface","1.Boat","5",5," "," ",5," "," trawl was less than 12 cm deep due to SAV",NA,"true","Mudsucker","CB;DMC;GU;DH","Flyway Farms","11/06/2023","FLYW-UNK","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," S"," 2=ebb",NA,16.9,9.5,187,8.2,2.7,0.07,0.37,7.5," 1=absent",2," Inside",NA," false"," guest: EP. secchi hit bottom",2023-11-06,2023,11,"2023-11-06 15:15","Fall"
"664",8605,14128,"MAC11-FLYW-06NOV2023","true","Trawl","MAC",""," "," 2= against flow"," Channel",1.7,NA,NA,NA,"","14:20","14:26",6,NA,NA,38.360642,121.640306,38.36101,121.642981,31507,1569,11129,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," false"," 1.Surface","1.Boat","5",5," "," ",5," "," ",NA,"true","Mudsucker","CB;DMC;GU;DH","Flyway Farms","11/06/2023","FLYW-UNK","2=33-66% clouds","1=wind 1-3 mph; scaley ripples"," S"," 2=ebb",151,16.8,8.97,184,8,3.1,0.1,0.33,7.4," 1=absent",2," Inside",NA," false"," guest EP",2023-11-06,2023,11,"2023-11-06 14:20","Fall"
