"","VisitNo","SampleID_key","SampleID_frp","StartTime","EndTime","Duration","LatitudeStart","LatitudeEnd","LongitudeStart","LongitudeEnd","DepthMeters","NetMeterStart","NetMeterEnd","TowDirection","SeineCode","SeineDeploymentType","LengthOfTrawl","Width","PercentOpen","GearTypeAbbreviation","volume","Location","Visit.Date2","Comments"
"276",8415,13878,"LAMOPE06-TULE-27NOV2023","11:20","",NA,38.132966,NA,121.991466,NA,2.9,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",280.81804009311,"Tule Red",2023-11-27," "
"277",8070,13471,"LAMOPE06-WING-03MAY2023","13:18","",NA,38.214504,NA,122.037213,NA,1,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",107.56568890144,"Wings Landing",2023-05-03," depth from handheld. gps 5; accuracy 2m. not paired"
"278",7317,12317,"LAMOPE06-WINT-02FEB2023","10:30","",NA,38.047749,NA,121.851606,NA,3.1,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",295.476969974838,"Winter Island",2023-02-02," not paired. gps 5; accuracy 2m. "
"279",8445,13930,"LAMOPE06-WINT-11DEC2023","10:03","",NA,38.031054,NA,121.842248,NA,2.8,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",273.23299231529,"Winter Island",2023-12-11," "
"280",7248,12251,"LAMOPE06-WTIB-03JAN2023","12:52","",NA,38.094711,NA,121.584098,NA,7.4,NA,NA," 2= against flow","2. Partial twist; snag; or tear","Boat",NA,NA,NA,"LAMOPE",332.7,"Webb Tract Island and Berms",2023-01-03," gps 6; accuracy 3m. not paired. code 2 - deep. gps calculated and fixed in 2023 sample inventory - ed 21jul2023"
"281",7323,12323,"LAMOPE06-WTIB-08FEB2023","11:37","",NA,38.096381,NA,121.588315,NA,2.1,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",215.36677824735,"Webb Tract Island and Berms",2023-02-08," not paired. gps 5; accuracy 2m."
"282",8467,13967,"LAMOPE06-WTIB-19DEC2023","12:20","",NA,38.094672,NA,121.587013,NA,7.9,NA,NA," 2= against flow","2. Partial twist; snag; or tear","Boat",NA,NA,NA,"LAMOPE",332.7,"Webb Tract Island and Berms",2023-12-19," code 2 = depth"
"283",8071,13472,"LAMOPE07-ARNO-03MAY2023","14:40","",NA,38.178006,NA,121.906103,NA,1,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",107.56568890144,"Arnold Slough",2023-05-03," depth from handheld. gps 5. accuracy 2m. not paired."
"284",7439,12459,"LAMOPE07-ARNO-16MAR2023","11:22","",NA,38.178302,NA,121.901038,NA,1.2,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",128.699383986074,"Arnold Slough",2023-03-16," gps 5; accuracy 4m. not paired. "
"285",8427,13908,"LAMOPE07-ARNO-28NOV2023","12:59","",NA,38.176156,NA,121.905238,NA,1.5,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",159.12201242824,"Arnold Slough",2023-11-28," "
"286",8495,13995,"LAMOPE07-BLAC-26DEC2023","11:50","",NA,38.17933,NA,121.910118,NA,1.7,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",178.551821933162,"Blacklock",2023-12-26," "
"287",7324,12324,"LAMOPE07-BROW-08FEB2023","12:40","",NA,38.032552,NA,121.857327,NA,2.8,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",273.23299231529,"Browns Island",2023-02-08," not paired. gps 5; accuracy 2m. unid shrimp - broken rostrum"
"288",8446,13931,"LAMOPE07-BROW-11DEC2023","10:53","",NA,38.032627,NA,121.857367,NA,1.9,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",197.300077206198,"Browns Island",2023-12-11," "
"289",7256,12260,"LAMOPE07-CHIP-12JAN2023","11:40","",NA,38.059639,NA,121.918052,NA,1.5,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",159.12201242824,"Chipps Island",2023-01-12," gps 5; accuracy 2m. not paired."
"290",7375,12395,"LAMOPE07-CHIP-15MAR2023","11:43","",NA,38.0532,NA,121.932045,NA,1.9,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",197.300077206198,"Chipps Island",2023-03-15," gps#5; accuracy: 3m; "
"291",8017,13417,"LAMOPE07-CHIP-18MAY2023","11:21","",NA,38.061417,NA,121.909733,NA,1.9,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",197.300077206198,"Chipps Island",2023-05-18," gps 6 accuracy 3m. depth from handheld."
"292",8474,13974,"LAMOPE07-FLYW-20DEC2023","12:41","",NA,38.362241,NA,121.642829,NA,1.4,NA,NA," 2= against flow","1. No twists; snags; or tears","Crew Members and Boat",NA,NA,NA,"LAMOPE",149.151524838822,"Flyway Farms",2023-12-20," collected wakasa"
"293",8379,13820,"LAMOPE07-FLYW-20NOV2023","14:06","",NA,38.360903,NA,121.646346,NA,1.3,NA,NA," 2= against flow","1. No twists; snags; or tears","Crew Members and Boat",NA,NA,NA,"LAMOPE",139.010648691434,"Flyway Farms",2023-11-20," "
"294",7287,12287,"LAMOPE07-FLYW-25JAN2023","12:57","",NA,38.361017,NA,121.643026,NA,2.4,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",241.188915624294,"Flyway Farms",2023-01-25," not paired. gps 5; accuracy 3m. "
"295",7303,12303,"LAMOPE07-GRIZ-26JAN2023","10:41","",NA,38.11611,NA,122.003821,NA,2,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",206.41862200576,"Grizzly Bay",2023-01-26," not paired. gps 5; accuracy 6m. potamocorbula most likely from lampara #6. thrsha with some bleeding."
"296",7487,12527,"LAMOPE07-HONK-05APR2023","12:16","",NA,38.061774,NA,121.92973,NA,2.6,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",257.551731085734,"Honker-Spoonbill",2023-04-05," gps 5; accuracy 2m. not paired. handheld depth finder"
"297",8355,13797,"LAMOPE07-HONK-15NOV2023","12:37","",NA,38.058146,NA,121.902198,NA,5.3,NA,NA," 2= against flow","2. Partial twist; snag; or tear","Boat",NA,NA,NA,"LAMOPE",332.7,"Honker-Spoonbill",2023-11-15," code 2 =depth"
"298",7362,12382,"LAMOPE07-HORS-02MAR2023","13:57","",NA,38.082293,NA,121.716995,NA,8.9,NA,NA," 2= against flow","2. Partial twist; snag; or tear","Boat",NA,NA,NA,"LAMOPE",332.7,"Horseshoe Bend",2023-03-02," gps 5; accuracy 2m. not paired. code 2: depth. last lampara for hors; large hole in monofilament cannot use net due to massive hole"
"299",7966,13372,"LAMOPE07-LIBE-26APR2023","13:48","",NA,38.263942,NA,121.675713,NA,1.6,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",168.922111459686,"Liberty Island",2023-04-26," gps 5; accuracy 2m. not paired. depth from handheld"
"300",7468,12490,"LAMOPE07-NURS-04APR2023","15:35","",NA,38.182203,NA,121.908897,NA,1.2,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",128.699383986074,"Nurse-Denverton",2023-04-04," gps 5; accuracy 3m. not paired."
"301",7271,12275,"LAMOPE07-NURS-19JAN2023","10:20","",NA,38.17696,NA,121.920852,NA,2.6,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",257.551731085734,"Nurse-Denverton",2023-01-19," gps 5; accuracy 2. not paired. pulled net through tule (californicus)"
"302",8507,14007,"LAMOPE07-PEYT-29DEC2023","12:23","",NA,38.224408,NA,122.04284,NA,3.6,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",332.7,"Peytonia-Suisun",2023-12-29," bayshr+1 from last lampara (probably) in tub"
"303",8008,13408,"LAMOPE07-RYER-16MAY2023","12:42","",NA,38.089497,NA,122.025071,NA,2.5,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",249.455517634,"Ryer Island",2023-05-16," gps 6 accuracy 3m. depth from handheld"
"304",7788,12849,"LAMOPE07-RYER-18APR2023","12:49","",NA,38.086974,NA,122.030483,NA,1.6,NA,NA," 2= against flow","2. Partial twist; snag; or tear","Boat",NA,NA,NA,"LAMOPE",168.922111459686,"Ryer Island",2023-04-18," code 2: narrow. paired y. gps from geo-tagged photos - ed 9/8/2023"
"305",8486,13986,"LAMOPE07-RYER-22DEC2023","12:45","",NA,38.084348,NA,122.009144,NA,1.9,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",197.300077206198,"Ryer Island",2023-12-22," "
"306",7347,12367,"LAMOPE07-RYER-28FEB2023","11:06","",NA,38.086035,NA,122.019642,NA,2.7,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",265.477555979498,"Ryer Island",2023-02-28," gps 5; accuracy 2m. not paired."
"307",7427,12447,"LAMOPE07-TULE-20MAR2023","12:35","",NA,38.122114,NA,121.983243,NA,3.2,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",302.550852078746,"Tule Red",2023-03-20," gps 5; accuracy 2m. not paired. "
"308",8416,13879,"LAMOPE07-TULE-27NOV2023","11:44","",NA,38.133816,NA,121.993162,NA,2.9,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",280.81804009311,"Tule Red",2023-11-27," "
"309",7249,12252,"LAMOPE07-WTIB-03JAN2023","13:08","",NA,38.096616,NA,121.589746,NA,2.4,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",241.188915624294,"Webb Tract Island and Berms",2023-01-03," gps 6; accuracy 3m. not paired. dominant vegetation in net: egeden. pulled net through tules. gps calculated and fixed in 2023 sample inventory - ed 21jul2023"
"310",8468,13968,"LAMOPE07-WTIB-19DEC2023","12:36","",NA,38.094404,NA,121.590426,NA,4.4,NA,NA," 2= against flow","2. Partial twist; snag; or tear","Boat",NA,NA,NA,"LAMOPE",332.7,"Webb Tract Island and Berms",2023-12-19," code 2 =depth"
"311",8389,13851,"LAMOPE07-WTIB-21NOV2023","14:58","",NA,38.094738,NA,121.585619,NA,7.3,NA,NA," 2= against flow","2. Partial twist; snag; or tear","Boat",NA,NA,NA,"LAMOPE",332.7,"Webb Tract Island and Berms",2023-11-21," code 2: depth and narrow"
"312",8072,13473,"LAMOPE08-ARNO-03MAY2023","14:55","",NA,38.176362,NA,121.901666,NA,1.1,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",118.217730722742,"Arnold Slough",2023-05-03," depth from handheld. gps 5; accuracy 2m. not paired"
"313",7469,12491,"LAMOPE08-ARNO-04APR2023","15:53","",NA,38.176987,NA,121.904032,NA,1.2,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",128.699383986074,"Arnold Slough",2023-04-04," gps 5; accuracy 3m. not paired. "
"314",7440,12460,"LAMOPE08-ARNO-16MAR2023","11:38","",NA,38.177148,NA,121.902623,NA,1.6,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",168.922111459686,"Arnold Slough",2023-03-16," gps 5; accuracy 2m. not paired. "
"315",8428,13909,"LAMOPE08-ARNO-28NOV2023","13:18","",NA,38.179601,NA,121.90036,NA,1.4,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",149.151524838822,"Arnold Slough",2023-11-28," missil @ 75;62;53 with weird internal hemorrhaging; others plus counted with it as well; emma has pics; nematodes!- identified by dnd"
"316",8496,13996,"LAMOPE08-BLAC-26DEC2023","12:06","",NA,38.177022,NA,121.911401,NA,1.4,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",149.151524838822,"Blacklock",2023-12-26," "
"317",7325,12325,"LAMOPE08-BROW-08FEB2023","13:44","",NA,38.039324,NA,121.864605,NA,3.6,NA,NA," 2= against flow","2. Partial twist; snag; or tear","Boat",NA,NA,NA,"LAMOPE",332.7,"Browns Island",2023-02-08," not paired. gps: phone gps. code 2 - depth. no depth recorded; but volume is at max - ed 10aug2023"
"318",8447,13932,"LAMOPE08-BROW-11DEC2023","11:28","",NA,38.042073,NA,121.86845,NA,4.4,NA,NA," 2= against flow","2. Partial twist; snag; or tear","Boat",NA,NA,NA,"LAMOPE",332.7,"Browns Island",2023-12-11," clip rope on starboard side snapped off; able to pull in net quickly"
"319",7488,12528,"LAMOPE08-CHIP-05APR2023","12:31","",NA,38.056627,NA,121.923961,NA,1.4,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",149.151524838822,"Chipps Island",2023-04-05," gps 5; accuracy 2m. not paired. handheld depth finder"
"320",7257,12261,"LAMOPE08-CHIP-12JAN2023","12:10","",NA,38.057301,NA,121.920764,NA,2.5,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",249.455517634,"Chipps Island",2023-01-12," gps 5; accuracy 2m. not paired."
"321",8361,13801,"LAMOPE08-CHIP-15NOV2023","13:19","",NA,38.065505,NA,121.912174,NA,2.9,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",280.81804009311,"Chipps Island",2023-11-15," "
"322",8018,13418,"LAMOPE08-CHIP-18MAY2023","11:41","",NA,38.066658,NA,121.912626,NA,1.6,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",168.922111459686,"Chipps Island",2023-05-18," gps 6 accuracy 3m. depth from handheld."
"323",7304,12304,"LAMOPE08-GRIZ-26JAN2023","11:03","",NA,38.130554,NA,122.008894,NA,1.6,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",168.922111459686,"Grizzly Bay",2023-01-26," not paired. gps 5; accuracy 6m. ripped hole in cod end of lam01; switch to lam03. strbas with very few stripes; more checkered pattern."
"324",7381,12401,"LAMOPE08-HONK-15MAR2023","12:10","",NA,38.075546,NA,121.930123,NA,2.3,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",232.751925056618,"Honker-Spoonbill",2023-03-15," gps 5; accuracy 3m. not paired."
"325",7967,13373,"LAMOPE08-LIBE-26APR2023","14:06","",NA,38.2623,NA,121.685453,NA,1.6,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",168.922111459686,"Liberty Island",2023-04-26," gps 5; accuracy 2m. not paired. chl is 1.09. depth from handheld"
"326",7272,12276,"LAMOPE08-NURS-19JAN2023","10:42","",NA,38.176481,NA,121.910579,NA,4.2,NA,NA," 2= against flow","2. Partial twist; snag; or tear","Boat",NA,NA,NA,"LAMOPE",332.7,"Nurse-Denverton",2023-01-19," gps 5; accuracy 5. not paired. code 2 - depth"
"327",8508,14008,"LAMOPE08-PEYT-29DEC2023","12:39","",NA,38.220816,NA,122.044198,NA,3.7,NA,NA," 2= against flow","2. Partial twist; snag; or tear","Boat",NA,NA,NA,"LAMOPE",332.7,"Peytonia-Suisun",2023-12-29," code 2: depth"
"328",8009,13409,"LAMOPE08-RYER-16MAY2023","13:07","",NA,38.080661,NA,122.015075,NA,1.2,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",128.699383986074,"Ryer Island",2023-05-16," gps 6 accuracy 3m. depth from handheld"
"329",7789,12850,"LAMOPE08-RYER-18APR2023","13:16","",NA,38.085169,NA,122.014503,NA,1.7,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",178.551821933162,"Ryer Island",2023-04-18," paired y. gps calculated in 2023 sample inventory - ed 9/8/2023"
"330",8487,13987,"LAMOPE08-RYER-22DEC2023","13:14","",NA,38.089228,NA,122.020012,NA,1.4,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",149.151524838822,"Ryer Island",2023-12-22," "
"331",8417,13880,"LAMOPE08-RYER-27NOV2023","12:16","",NA,38.077324,NA,122.013901,NA,3.8,NA,NA," 2= against flow","2. Partial twist; snag; or tear","Boat",NA,NA,NA,"LAMOPE",332.7,"Ryer Island",2023-11-27," code 2: depth"
"332",7288,12288,"LAMOPE08-STAI-25JAN2023","13:15","",NA,38.350014,NA,121.656044,NA,3.6,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",332.7,"Stairsteps-Liberty Cut",2023-01-25," not paired. gps 5; accuracy 2m."
"333",7431,12451,"LAMOPE08-TULE-20MAR2023","14:20","",NA,38.128521,NA,121.98825,NA,3,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",288.23269931296,"Tule Red",2023-03-20," gps 5; accuracy 2m. not paired. "
"334",7348,12368,"LAMOPE08-WING-28FEB2023","12:15","",NA,38.214344,NA,122.039479,NA,0.9,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",96.7432585221664,"Wings Landing",2023-02-28," gps #5 accuracy 2m"
"335",8390,13852,"LAMOPE08-WTIB-21NOV2023","15:07","",NA,38.094521,NA,121.587743,NA,10,NA,NA," 2= against flow","2. Partial twist; snag; or tear","Boat",NA,NA,NA,"LAMOPE",332.7,"Webb Tract Island and Berms",2023-11-21," code 2:depth"
"336",8073,13474,"LAMOPE09-ARNO-03MAY2023","15:13","",NA,38.179867,NA,121.905335,NA,1.2,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",128.699383986074,"Arnold Slough",2023-05-03," depth from handheld. gps 5; accuracy 2m. not paired"
"337",7470,12492,"LAMOPE09-ARNO-04APR2023","16:11","",NA,38.175975,NA,121.903128,NA,1.4,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",149.151524838822,"Arnold Slough",2023-04-04," gps 5; accuracy 3m. not paired"
"338",7441,12461,"LAMOPE09-ARNO-16MAR2023","11:52","",NA,38.174938,NA,121.901754,NA,0.9,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",96.7432585221664,"Arnold Slough",2023-03-16," gps 5; accuracy 2m. not paired"
"339",8429,13911,"LAMOPE09-ARNO-28NOV2023","13:53","",NA,38.179806,NA,121.905188,NA,1.7,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",178.551821933162,"Arnold Slough",2023-11-28," "
"340",8497,13997,"LAMOPE09-BLAC-26DEC2023","12:28","",NA,38.179544,NA,121.912625,NA,2.6,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",257.551731085734,"Blacklock",2023-12-26," "
"341",7326,12326,"LAMOPE09-BROW-08FEB2023","14:10","",NA,38.03919,NA,121.857677,NA,3.3,NA,NA," 2= against flow","2. Partial twist; snag; or tear","Boat",NA,NA,NA,"LAMOPE",309.454345624682,"Browns Island",2023-02-08," not paired. gps 5; accuracy 2m. code 2 - weird twist/net wrapped around line but not a total twist; narrow possibly code 3 but not redoing due to time constraints."
"342",8448,13933,"LAMOPE09-BROW-11DEC2023","12:13","",NA,38.039039,NA,121.865713,NA,4.8,NA,NA," 2= against flow","2. Partial twist; snag; or tear","Boat",NA,NA,NA,"LAMOPE",332.7,"Browns Island",2023-12-11," code 2 = depth. net got unclipped during beginning of tear drop; retrieved and pulled in"
"343",7489,12529,"LAMOPE09-CHIP-05APR2023","12:49","",NA,38.058578,NA,121.918834,NA,2.2,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",224.14454593097,"Chipps Island",2023-04-05," gps 5; accuracy 2m. not paired."
"344",8362,13802,"LAMOPE09-CHIP-15NOV2023","13:32","",NA,38.064188,NA,121.911365,NA,2.9,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",280.81804009311,"Chipps Island",2023-11-15," "
"345",8019,13419,"LAMOPE09-CHIP-18MAY2023","12:01","",NA,38.070784,NA,121.913965,NA,1.6,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",168.922111459686,"Chipps Island",2023-05-18," gps 6 accuracy 7m. depth from handheld."
"346",7305,12305,"LAMOPE09-GRIZ-26JAN2023","11:21","",NA,38.135858,NA,122.005474,NA,1.3,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",139.010648691434,"Grizzly Bay",2023-01-26," not paired. gps 5; accuracy 3m. thrsti - ethanol; collected; see back. chisal - on ice; collected; see back."
"347",7258,12262,"LAMOPE09-HONK-12JAN2023","12:32","",NA,38.079453,NA,121.91,NA,0.9,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",96.7432585221664,"Honker-Spoonbill",2023-01-12," gps 5; accuracy 2m. not paired."
"348",7382,12402,"LAMOPE09-HONK-15MAR2023","12:31","",NA,38.074482,NA,121.917406,NA,2.4,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",241.188915624294,"Honker-Spoonbill",2023-03-15," gps 5; accuracy 3m. not paired. "
"349",7273,12277,"LAMOPE09-NURS-19JAN2023","11:04","",NA,38.182996,NA,121.915176,NA,2.1,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",215.36677824735,"Nurse-Denverton",2023-01-19," gps 5; accuracy 2. not paired."
"350",8010,13410,"LAMOPE09-RYER-16MAY2023","13:26","",NA,38.081651,NA,122.017746,NA,1,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",107.56568890144,"Ryer Island",2023-05-16," gps 6 accuracy 3m. depth from handheld"
"351",8488,13988,"LAMOPE09-RYER-22DEC2023","13:40","",NA,38.083364,NA,122.017862,NA,1.6,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",168.922111459686,"Ryer Island",2023-12-22," "
"352",8418,13881,"LAMOPE09-RYER-27NOV2023","12:47","",NA,38.081544,NA,122.01779,NA,2.5,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",249.455517634,"Ryer Island",2023-11-27," "
"353",7289,12289,"LAMOPE09-STAI-25JAN2023","13:52","",NA,38.327418,NA,121.667073,NA,5.4,NA,NA," 2= against flow","2. Partial twist; snag; or tear","Boat",NA,NA,NA,"LAMOPE",332.7,"Stairsteps-Liberty Cut",2023-01-25," not paired. gps 5; accuracy 2m. 2 seine code b/c of depth. missil had some internal bleeding near anus."
"354",7432,12452,"LAMOPE09-TULE-20MAR2023","14:42","",NA,38.133734,NA,121.992623,NA,1.4,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",149.151524838822,"Tule Red",2023-03-20," gps 5; accuracy 2m. not paired."
"355",7349,12369,"LAMOPE09-WING-28FEB2023","12:57","",NA,38.217038,NA,122.034527,NA,1,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",107.56568890144,"Wings Landing",2023-02-28," gps 5; accuracy 2m. not paired. "
"356",8509,14009,"LAMOPE09-WING-29DEC2023","12:59","",NA,38.219699,NA,122.044344,NA,1.3,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",139.010648691434,"Wings Landing",2023-12-29," "
"357",8391,13853,"LAMOPE09-WTIB-21NOV2023","15:32","",NA,38.096168,NA,121.589698,NA,1.3,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",139.010648691434,"Webb Tract Island and Berms",2023-11-21," goby unid looks regurgitated "
"358",7471,12493,"LAMOPE10-ARNO-04APR2023","16:25","",NA,38.180796,NA,121.904011,NA,1.3,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",139.010648691434,"Arnold Slough",2023-04-04," gps 5; accuracy 3m. not paired"
"359",7274,12278,"LAMOPE10-ARNO-19JAN2023","11:25","",NA,38.175538,NA,121.907831,NA,1.9,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",197.300077206198,"Arnold Slough",2023-01-19," gps 5; accuracy 2. not paired. thrsti collected in etoh frp23-505"
"360",8498,13998,"LAMOPE10-ARNO-26DEC2023","12:45","",NA,38.178156,NA,121.907823,NA,2.1,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",215.36677824735,"Arnold Slough",2023-12-26," "
"361",8430,13912,"LAMOPE10-BLAC-28NOV2023","14:28","",NA,38.179617,NA,121.910472,NA,1.9,NA,NA," 3= unknown","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",197.300077206198,"Blacklock",2023-11-28," *  = internal hemorrhage; nematodes"
"362",8363,13803,"LAMOPE10-BROW-15NOV2023","14:01","",NA,38.03851,NA,121.868725,NA,4.7,NA,NA," 2= against flow","2. Partial twist; snag; or tear","Boat",NA,NA,NA,"LAMOPE",332.7,"Browns Island",2023-11-15," code 2: depth"
"363",8020,13420,"LAMOPE10-BROW-18MAY2023","12:37","",NA,38.038521,NA,121.863101,NA,3.6,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",332.7,"Browns Island",2023-05-18," gps 6 accuracy 3m. depth from handheld."
"364",7490,12530,"LAMOPE10-CHIP-05APR2023","13:12","",NA,38.060088,NA,121.917878,NA,1.2,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",128.699383986074,"Chipps Island",2023-04-05," gps 5; accuracy 2m. not paired. handheld depth finder. scale only in grams min = 1g"
"365",7327,12327,"LAMOPE10-CHIP-08FEB2023","14:44","",NA,38.055937,NA,121.932234,NA,1.7,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",178.551821933162,"Chipps Island",2023-02-08," not paired. gps 5; accuracy 2m. "
"366",7383,12403,"LAMOPE10-CHIP-15MAR2023","12:55","",NA,38.061236,NA,121.90928,NA,2.2,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",224.14454593097,"Chipps Island",2023-03-15," gps 5; accuracy 3m. not paired."
"367",8449,13934,"LAMOPE10-HONK-11DEC2023","12:48","",NA,38.074182,NA,121.919638,NA,3.1,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",295.476969974838,"Honker-Spoonbill",2023-12-11," "
"368",7259,12263,"LAMOPE10-HONK-12JAN2023","12:58","",NA,38.071505,NA,121.910893,NA,2.2,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",224.14454593097,"Honker-Spoonbill",2023-01-12," gps 5; accuracy 2m. not paired. "
