"","VisitNo","SampleID_key","SampleID_frp","QAQC.x","GearType","GearTypeAbbreviation","Habitat","SeineCode","TowDirection","HabitatMorphology","DepthOfWater","CableOut","LengthOfTrawl","Width","Netter","StartTime","EndTime","Duration","PercentOpen","DepthOfSample","LatitudeStart","LongitudeStart","LatitudeEnd","LongitudeEnd","NetMeterSerial","NetMeterStart","NetMeterEnd","Volts","DutyCycle","Amps","PulseRate","VolumeEstimated","SeineDeploymentType","GearDetail","Silt","Sand","Gravel","Cobble","Boulder","Organics","MassOfStandardLow","MassOfStandardHigh","QuestionableData.x","VegetationInSample","FlowType","DragMethod","NetNumber","CodEnd","CodEndPercent","GpsUnit","GpsAccuracy","DepthSource","Comments","QAQC.y","Boat","Crew","Location","Visit.Date","Station","Weather","WindWaves","WindDirection","Tide","Secchi","SurfTemp","DO","SC","pH","Turbidity","Phycocyanin","Chlorophyll","FDOM","Microcystis","SondeNo","Wetland","DataQuality","QuestionableData.y","SiteComments","Visit.Date2","year","month","DateTime","Season"
"347",8366,13806,"LAMOPE13-WINT-15NOV2023","false","Seine","LAMOPE",""," 1. No twists; snags; or tears"," 2= against flow"," ",1,NA,NA,NA,"","15:27","",NA,NA,NA,38.041506,121.848966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","03",NA," 1-33%"," Garmin 6",6," Lowrance"," ","false","Mudsucker","AC;ED;DH;AM","Winter Island","11/15/2023","WINT-T-PONDS-W","3=66-100% clouds","1=wind 1-3 mph; scaley ripples"," E"," 4=flood",103,15.4,8.49,5703,7.4,6.9,0.19,0.49,7.9," 1=absent",2," Inside",NA," false"," ",2023-11-15,2023,11,"2023-11-15 15:27","Fall"
"348",8367,13807,"LAMOPE14-WINT-15NOV2023","false","Seine","LAMOPE",""," 1. No twists; snags; or tears"," 2= against flow"," ",1.4,NA,NA,NA,"","15:50","",NA,NA,NA,38.044518,121.848618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","03",NA," 1-33%"," Garmin 6",6," Lowrance"," current not really moving","false","Mudsucker","AC;ED;DH;AM","Winter Island","11/15/2023","WINT-T-PONDS-E","3=66-100% clouds","1=wind 1-3 mph; scaley ripples"," E"," 4=flood",101,15.7,8.62,7427,7.5,4.8,0.16,0.47,7," 1=absent",2," Inside",NA," false"," ",2023-11-15,2023,11,"2023-11-15 15:50","Fall"
"349",8368,13808,"LAMOPE15-WINT-15NOV2023","false","Seine","LAMOPE",""," 1. No twists; snags; or tears"," 2= against flow"," ",3,NA,NA,NA,"","16:07","",NA,NA,NA,38.047661,121.848355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","03",NA," 0%"," Garmin 6",4," Lowrance"," ","false","Mudsucker","AC;ED;DH;AM","Winter Island","11/15/2023","WINT-BARGE","4=rain","1=wind 1-3 mph; scaley ripples"," E"," 2=ebb",90,15.7,8.91,7901,7.6,4.7,0.18,0.45,7," 1=absent",2," Inside",NA," false"," FDOM: 6.961",2023-11-15,2023,11,"2023-11-15 16:07","Fall"
"350",8369,13810,"BEASEI01-BRAD-16NOV2023","false","Seine","BEASEI",""," 1. No twists; snags; or tears"," 2= against flow"," ",0.5,NA,15,15,"","09:10","",NA,NA,NA,38.189449,121.918505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Crew Members"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","02",NA," 0%"," ",5," "," gps from ipad. detritus in net but no veg. depth from handheld","false","Airboat","DMC;ED;DH;SH","Bradmoor Island","11/16/2023","BRAD-SS","2=33-66% clouds","1=wind 1-3 mph; scaley ripples"," NE"," 2=ebb",NA,13.3,7.5,5215,7.2,24.8,0.71,1.42,38.9," 1=absent",2," Inside",NA," false"," ",2023-11-16,2023,11,"2023-11-16 09:10","Fall"
"351",8370,13811,"BEASEI02-BRAD-16NOV2023","false","Seine","BEASEI",""," 1. No twists; snags; or tears"," 2= against flow"," ",0.7,NA,15,15,"","09:46","",NA,NA,NA,38.185791,121.921272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Crew Members"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","02",NA," 0%"," ",1.4," "," gps from phone. depth from handheld","false","Airboat","DMC;ED;DH;SH","Bradmoor Island","11/16/2023","BRAD-W","2=33-66% clouds","1=wind 1-3 mph; scaley ripples"," NE"," 2=ebb",NA,14.1,8.18,5364,7.3,41.2,0.46,1.53,32.3," 1=absent",2," Inside",NA," false"," ",2023-11-16,2023,11,"2023-11-16 09:46","Fall"
"352",8371,13812,"BEASEI03-BRAD-16NOV2023","false","Seine","BEASEI",""," 1. No twists; snags; or tears"," 2= against flow"," ",0.9,NA,15,15,"","10:35","",NA,NA,NA,38.193411,121.918245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Crew Members"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","02",NA," 0%"," ",1.4," "," gps from phone. depth from handheld. +1 mosqui lost before measuring. unid shrimp broken rostrum","false","Airboat","DMC;ED;DH;SH","Bradmoor Island","11/16/2023","BRAD-N","2=33-66% clouds","1=wind 1-3 mph; scaley ripples"," NE"," 4=flood",NA,13.9,7.56,4939,7.3,50.7,0.44,1.64,33.7," 1=absent",2," Inside",NA," false"," ",2023-11-16,2023,11,"2023-11-16 10:35","Fall"
"353",8372,13813,"BEASEI04-ARNO-16NOV2023","false","Seine","BEASEI",""," 1. No twists; snags; or tears"," 2= against flow"," ",0.7,NA,7.5,15,"","12:00","",NA,NA,NA,38.174523,121.903187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Crew Members"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","02",NA," 1-33%"," ",1.9," "," gps from phone.","false","Airboat","DMC;ED;DH;SH","Arnold Slough","11/16/2023","ARNO-UNK","3=66-100% clouds","1=wind 1-3 mph; scaley ripples"," NE"," 4=flood",NA,14.8,8.1,5290,7.3,35,0.34,1.77,42.1," 1=absent",2," Inside",NA," false"," ",2023-11-16,2023,11,"2023-11-16 12:00","Fall"
"354",8373,13814,"LAMOPE01-STAI-20NOV2023","false","Seine","LAMOPE",""," 2. Partial twist; snag; or tear"," 2= against flow"," ",7.3,NA,NA,NA,"","09:07","",NA,NA,NA,38.307196,121.667165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","03",NA," 0%"," Garmin 6",3," Lowrance"," code 2: depth","false","Mudsucker","DMC;ED;DH;AM","Stairsteps-Liberty Cut","11/20/2023","STAI-LIBE","1=0-33% clouds","2= wind 4-7 mph; small wavelets"," NE"," 4=flood",88,12.3,9.21,195,7.7,4.6,0.14,0.32,8.7," 1=absent",2," Inside",NA," false"," ",2023-11-20,2023,11,"2023-11-20 09:07","Fall"
"355",8374,13815,"LAMOPE02-STAI-20NOV2023","false","Seine","LAMOPE",""," 1. No twists; snags; or tears"," 2= against flow"," ",6,NA,NA,NA,"","09:25","",NA,NA,NA,38.326862,121.667248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","03",NA," 0%"," Garmin 6",2," Lowrance"," ","false","Mudsucker","DMC;ED;DH;AM","Stairsteps-Liberty Cut","11/20/2023","STAI-LIBE","1=0-33% clouds","3= wind 8-12 mph; large wavelets"," N"," 4=flood",108,13.1,8.78,222,7.6,4.1,0.12,0.3,10.1," 1=absent",2," Inside",NA," false"," ",2023-11-20,2023,11,"2023-11-20 09:25","Fall"
"356",8375,13816,"LAMOPE03-LOWE-20NOV2023","false","Seine","LAMOPE",""," 1. No twists; snags; or tears"," 2= against flow"," ",1.1,NA,NA,NA,"","10:16","",NA,NA,NA,38.356701,121.659033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","03",NA," 1-33%"," Garmin 6",8," Lowrance"," G30 (??) for REDEAR was other (Emma has a photo. Lengths are off by 10mm for some. ","false","Mudsucker","DMC;ED;DH;AM","Lower Yolo Ranch","11/20/2023","LOWE-UNK","1=0-33% clouds","2= wind 4-7 mph; small wavelets"," N"," 4=flood",95,10.5,9.88,469,7.8,3.2,0.21,0.5,13.5," 1=absent",2," Inside",NA," false"," ",2023-11-20,2023,11,"2023-11-20 10:16","Fall"
"357",8376,13817,"LAMOPE04-LOWE-20NOV2023","false","Seine","LAMOPE",""," 1. No twists; snags; or tears"," 2= against flow"," ",1.3,NA,NA,NA,"","11:15","",NA,NA,NA,38.345261,121.669538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Crew Members and Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","03",NA," 1-33%"," Garmin 6",2," Lowrance"," ","false","Mudsucker","DMC;ED;DH;AM","Lower Yolo Ranch","11/20/2023","LOWE-UNK","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," N"," 4=flood",70,12.5,9.44,245,7.6,7.1,0.15,0.41,11.2," 1=absent",2," Inside",NA," false"," WQ was taken in slightly disturbed water",2023-11-20,2023,11,"2023-11-20 11:15","Fall"
"358",8377,13818,"LAMOPE05-LOWE-20NOV2023","false","Seine","LAMOPE",""," 1. No twists; snags; or tears"," 2= against flow"," ",1.6,NA,NA,NA,"","12:07","",NA,NA,NA,38.344263,121.666803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Crew Members and Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","03",NA," 1-33%"," Garmin 6",3," Lowrance"," ","false","Mudsucker","DMC;ED;DH;AM","Lower Yolo Ranch","11/20/2023","LOWE-UNK","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," N"," 4=flood",139,13,9.47,238,7.7,3.9,0.12,0.34,11," 1=absent",2," Inside",NA," false"," ",2023-11-20,2023,11,"2023-11-20 12:07","Fall"
"359",8378,13819,"LAMOPE06-STAI-20NOV2023","false","Seine","LAMOPE",""," 1. No twists; snags; or tears"," 2= against flow"," ",1.3,NA,NA,NA,"","13:02","",NA,NA,NA,38.34979,121.649456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","03",NA," 1-33%"," Garmin 6",2," Lowrance"," ","false","Mudsucker","DMC;ED;DH;AM","Stairsteps-Liberty Cut","11/20/2023","STAI-N","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," N"," 4=flood",91,12.4,9.45,242,7.6,4.7,0.12,0.32,10.8," 1=absent",2," Inside",NA," false"," ",2023-11-20,2023,11,"2023-11-20 13:02","Fall"
"360",8379,13820,"LAMOPE07-FLYW-20NOV2023","false","Seine","LAMOPE",""," 1. No twists; snags; or tears"," 2= against flow"," ",1,NA,NA,NA,"","14:06","",NA,NA,NA,38.360903,121.646346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Crew Members and Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","03",NA," 1-33%"," Garmin 6",2," Lowrance"," ","false","Mudsucker","DMC;ED;DH;AM","Flyway Farms","11/20/2023","FLYW-UNK","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," N"," 2=ebb",NA,14,1.6,198,8,4.4,0.12,0.29,8.1," 1=absent",2," Inside",NA," false"," secchi hit veg line",2023-11-20,2023,11,"2023-11-20 14:06","Fall"
"361",8380,13821,"LAMOPE08-FLYW-20NOV2023","false","Seine","LAMOPE",""," 3. Complete twist; snag; or large tear"," 2= against flow"," ",NA,NA,NA,NA,"","14:59","",NA,NA,NA,38.360961,121.643037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","03",NA," "," Garmin 6",2," "," code 3 = extremely narrow. caught net in prop","false","Mudsucker","DMC;ED;DH;AM","Flyway Farms","11/20/2023","FLYW-UNK","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NE"," 2=ebb",NA,13.9,10.19,196,7.9,3.9,0.13,0.36,8.1," 1=absent",2," Inside",NA," false"," ",2023-11-20,2023,11,"2023-11-20 14:59","Fall"
"362",8381,13841,"BEASEI01-HORS-21NOV2023","false","Seine","BEASEI",""," 1. No twists; snags; or tears"," 2= against flow"," ",1.1,NA,8.25,15,"","09:51","",NA,NA,NA,38.097425,121.709772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Crew Members"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","02",NA," 1-33%"," Garmin 6",3," Handheld depth finder"," ","false","Mudsucker","AC;ED;DH;AM","Horseshoe Bend","11/21/2023","HORS-N","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NE"," 4=flood",NA,15.8,9.67,442,7.7,6.4,0.15,0.39,6.1," 1=absent",2," Inside",NA," false"," secchi hit bottom @ 60 cm",2023-11-21,2023,11,"2023-11-21 09:51","Fall"
"363",8382,13842,"BEASEI02-HORS-21NOV2023","false","Seine","BEASEI",""," 1. No twists; snags; or tears"," 2= against flow"," ",1,NA,15,15,"","10:26","",NA,NA,NA,38.081443,121.719538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Crew Members"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","02",NA," 1-33%"," Garmin 6",4," Handheld depth finder"," ","false","Mudsucker","AC;ED;DH;AM","Horseshoe Bend","11/21/2023","HORS-M","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NE"," 4=flood",NA,13.8,9.81,370,7.8,5.4,0.14,0.37,5.8," 1=absent",2," Inside",NA," false"," secchi hit bottom @ 88 cm",2023-11-21,2023,11,"2023-11-21 10:26","Fall"
"364",8383,13843,"LAMOPE01-HORS-21NOV2023","false","Seine","LAMOPE",""," 2. Partial twist; snag; or tear"," 2= against flow"," ",5,NA,NA,NA,"","10:59","",NA,NA,NA,38.081391,121.722002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","03",NA," 1-33%"," Garmin 6",3," Lowrance"," code 2: depth","false","Mudsucker","AC;ED;DH;AM","Horseshoe Bend","11/21/2023","HORS-S","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NE"," 4=flood",77,13.9,9.7,6829,7.7,9.9,0.15,0.41,5.8," 1=absent",2," Inside",NA," false"," ",2023-11-21,2023,11,"2023-11-21 10:59","Fall"
"365",8384,13844,"LAMOPE02-HORS-21NOV2023","false","Seine","LAMOPE",""," 1. No twists; snags; or tears"," 2= against flow"," ",1.1,NA,NA,NA,"","11:14","",NA,NA,NA,38.083985,121.719703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","03",NA," "," Garmin 6",3," Lowrance"," ","false","Mudsucker","AC;ED;DH;AM","Horseshoe Bend","11/21/2023","HORS-M","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NE"," 4=flood",124,13.6,9.5,479,7.6,3.5,0.14,0.43,6.2," 1=absent",2," Inside",NA," false"," ",2023-11-21,2023,11,"2023-11-21 11:14","Fall"
"366",8385,13846,"HOOK01-HORS-21NOV2023","false","Cast","HOOK",""," "," "," ",NA,NA,NA,NA,"DH","00:00","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","",NA," "," ",NA," "," 1/2 oz swimjig. steady retireve w/ intermittent pulses. 5"" plastic paddletail","false","Mudsucker","AC;ED;DH;AM","Horseshoe Bend","11/21/2023","HORS-S","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NE"," 4=flood",127,14.1,9.61,1103,7.7,7.3,0.11,0.31,6," 1=absent",2," Inside",NA," false"," FDOM: 5.977",2023-11-21,2023,11,"2023-11-21 00:00","Fall"
"367",8385,13845,"LAMOPE03-HORS-21NOV2023","false","Seine","LAMOPE",""," 1. No twists; snags; or tears"," 2= against flow"," ",3.2,NA,NA,NA,"","11:39","",NA,NA,NA,38.082882,121.725291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","03",NA," 1-33%"," Garmin 6",2," Lowrance"," ","false","Mudsucker","AC;ED;DH;AM","Horseshoe Bend","11/21/2023","HORS-S","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NE"," 4=flood",127,14.1,9.61,1103,7.7,7.3,0.11,0.31,6," 1=absent",2," Inside",NA," false"," FDOM: 5.977",2023-11-21,2023,11,"2023-11-21 11:39","Fall"
"368",8386,13847,"LAMOPE04-DECK-21NOV2023","false","Seine","LAMOPE",""," 1. No twists; snags; or tears"," 2= against flow"," ",1.5,NA,NA,NA,"","11:56","",NA,NA,NA,38.084316,121.723936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","03",NA," "," Garmin 6",2," Lowrance"," ","false","Mudsucker","AC;ED;DH;AM","Decker Island","11/21/2023","DECK-TP","3=66-100% clouds","1=wind 1-3 mph; scaley ripples"," NE"," 2=ebb",90,14.1,10.08,400,7.8,5.7,0.15,0.36,5.8," 1=absent",2," Inside",NA," false"," ",2023-11-21,2023,11,"2023-11-21 11:56","Fall"
"369",8387,13848,"LAMOPE05-LIBE-21NOV2023","false","Seine","LAMOPE",""," 1. No twists; snags; or tears"," 2= against flow"," ",1.9,NA,NA,NA,"","12:49","",NA,NA,NA,38.275638,121.668239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","03",NA," 1-33%"," Garmin 6",5," Lowrance"," ","false","Mudsucker","AC;ED;DH;AM","Liberty Island","11/21/2023","LIBE_UNK","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NE"," 4=flood",102,13.1,10.25,170,7.9,4.7,0.14,4.15,6.5," 1=absent",2," Inside",NA," false"," ",2023-11-21,2023,11,"2023-11-21 12:49","Fall"
"370",8388,13849,"LAMOPE06-LIBE-21NOV2023","false","Seine","LAMOPE",""," 1. No twists; snags; or tears"," 2= against flow"," ",2.2,NA,NA,NA,"","13:06","",NA,NA,NA,38.274771,121.681883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","03",NA," 1-33%"," Garmin 6",5," Lowrance"," ","false","Mudsucker","AC;ED;DH;AM","Liberty Island","11/21/2023","LIBE_UNK","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NE"," 4=flood",107,13.7,9.89,165,7.8,4.6,0.12,0.28,6," 1=absent",2," Inside",NA," false"," ",2023-11-21,2023,11,"2023-11-21 13:06","Fall"
"371",8389,13851,"LAMOPE07-WTIB-21NOV2023","false","Seine","LAMOPE",""," 2. Partial twist; snag; or tear"," 2= against flow"," ",7,NA,NA,NA,"","14:58","",NA,NA,NA,38.094738,121.585619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","03",NA," 0%"," Garmin 6",6," Lowrance"," code 2: depth and narrow","false","Mudsucker","AC;ED;DH;AM","Webb Tract Island and Berms","11/21/2023","WTIB-CH-S","1=0-33% clouds","0=Calm; glassy"," NA"," 2=ebb",143,14.3,9.38,183,7.5,4.1,0.14,0.54,7.9," 1=absent",2," Outside",NA," false"," ",2023-11-21,2023,11,"2023-11-21 14:58","Fall"
"372",8390,13852,"LAMOPE08-WTIB-21NOV2023","false","Seine","LAMOPE",""," 2. Partial twist; snag; or tear"," 2= against flow"," ",9.7,NA,NA,NA,"","15:07","",NA,NA,NA,38.094521,121.587743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","03",NA," 1-33%"," Garmin 6",6," Lowrance"," code 2:depth","false","Mudsucker","AC;ED;DH;AM","Webb Tract Island and Berms","11/21/2023","WTIB-CH-S","1=0-33% clouds","0=Calm; glassy"," NA"," 2=ebb",161,14.3,9.47,184,7.7,3.6,0.14,0.6,7.9," 1=absent",2," Outside",NA," false"," ",2023-11-21,2023,11,"2023-11-21 15:07","Fall"
"373",8391,13853,"LAMOPE09-WTIB-21NOV2023","false","Seine","LAMOPE",""," 1. No twists; snags; or tears"," 2= against flow"," ",1,NA,NA,NA,"","15:32","",NA,NA,NA,38.096168,121.589698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","03",NA," 67-100%"," Garmin 6",4," Lowrance"," goby unid looks regurgitated ","false","Mudsucker","AC;ED;DH;AM","Webb Tract Island and Berms","11/21/2023","WTIB-CH-N","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NA"," 2=ebb",NA,14.5,9.59,184,7.6,3.8,0.13,0.51,7.5," 1=absent",2," Outside",NA," false"," secchi hit veg @123",2023-11-21,2023,11,"2023-11-21 15:32","Fall"
"374",8401,13861,"OTTTRA01-GRIZ-11OCT2023","false","Trawl","OTTTRA",""," 1. No twists; snags; or tears"," 2= against flow"," ",1.5,NA,6,NA,"","09:00","09:10",10,NA,NA,38.116125,122.000265,38.112622,122.004884,31510,959267,985682,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","1.Boat","03",NA," 1-33%"," Garmin 5",9," "," towed perpendicular for part of the tow","false","Kvichak","AC;ED;DH;SH","Grizzly Bay","10/11/2023","GRIZ-UNK","1=0-33% clouds","3= wind 8-12 mph; large wavelets"," SW"," 4=flood",39,17.5,8.72,10478,7.9,24.9,0.37,0.92,6.6," 1=absent",2," Inside",NA," false"," ",2023-10-11,2023,10,"2023-10-11 09:00","Fall"
"375",8402,13862,"OTTTRA02-GRIZ-11OCT2023","false","Trawl","OTTTRA",""," 1. No twists; snags; or tears"," 2= against flow"," ",1.5,NA,6,NA,"","09:43","09:53",10,NA,NA,38.120083,122.006302,38.119711,122.013179,31510,988437,14200,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","1.Boat","03",NA," 1-33%"," ",NA," "," ","false","Kvichak","AC;ED;DH;SH","Grizzly Bay","10/11/2023","GRIZ-UNK","1=0-33% clouds","3= wind 8-12 mph; large wavelets"," SW"," 4=flood",31,17.7,8.77,11066,7.9,17.3,0.25,0.53,6.6," 1=absent",2," Inside",NA," false"," ",2023-10-11,2023,10,"2023-10-11 09:43","Fall"
"376",8403,13863,"OTTTRA03-GRIZ-11OCT2023","false","Trawl","OTTTRA",""," 1. No twists; snags; or tears"," 2= against flow"," ",1.6,NA,6,NA,"","10:15","10:25",10,NA,NA,38.128022,121.996909,38.124952,122.002985,31510,14195,42518,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","1.Boat","03",NA," 1-33%"," Garmin 5",5," "," ","false","Kvichak","AC;ED;DH;SH","Grizzly Bay","10/11/2023","GRIZ-UNK","1=0-33% clouds","2= wind 4-7 mph; small wavelets"," W"," 4=flood",19,17.7,8.87,12243,7.9,36.4,0.43,1.5,6.4," 1=absent",2," Inside",NA," false"," ",2023-10-11,2023,10,"2023-10-11 10:15","Fall"
"377",8404,13864,"OTTTRA04-TULE-11OCT2023","false","Trawl","OTTTRA",""," 1. No twists; snags; or tears"," 2= against flow"," ",2.4,NA,8,NA,"","11:27","11:37",10,NA,NA,38.121897,121.983017,38.126045,121.987111,31510,42520,71487,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","1.Boat","03",NA," 0%"," Garmin 5",8," "," ","false","Kvichak","AC;ED;DH;SH","Tule Red","10/11/2023","TULE-CH-LG-SE","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NW"," 4=flood",36,17,7.04,9974,7.4,13.6,0.18,0.7,22.2," 1=absent",2," Inside",NA," false"," ",2023-10-11,2023,10,"2023-10-11 11:27","Fall"
"378",8405,13865,"OTTTRA05-TULE-11OCT2023","false","Trawl","OTTTRA",""," 1. No twists; snags; or tears"," 2= against flow"," ",2.2,NA,10,NA,"","11:52","12:52",10,NA,NA,38.12678,121.987281,38.131353,121.991153,31510,71487,103876,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","1.Boat","03",NA," 0%"," Garmin 5",7," "," ","false","Kvichak","AC;ED;DH;SH","Tule Red","10/11/2023","TULE-CH-LG-M","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NW"," 4=flood",25,17.7,8.89,12098,7.9,29.7,0.31,0.89,7.7," 1=absent",2," Inside",NA," false"," double check station",2023-10-11,2023,10,"2023-10-11 11:52","Fall"
"379",8406,13866,"OTTTRA06-TULE-11OCT2023","false","Trawl","OTTTRA",""," 1. No twists; snags; or tears"," 2= against flow"," ",2.1,NA,10,NA,"","12:15","12:22",7,NA,NA,38.132587,121.991211,38.133725,121.995896,31510,103874,126998,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","1.Boat","03",NA," 0%"," Garmin 5",8," "," 7 minute trawl; hit mouth of tule","false","Kvichak","AC;ED;DH;SH","Tule Red","10/11/2023","TULE-CH-LG-NW","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 4=flood",20,18.4,8.8,12373,7.9,36.5,0.33,0.68,6.5," 1=absent",2," Inside",NA," false"," ",2023-10-11,2023,10,"2023-10-11 12:15","Fall"
"380",8407,13868,"HOOK01-RYER-11OCT2023","false","Cast","HOOK",""," "," "," ",NA,NA,NA,NA,"","00:00","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","",NA," "," ",NA," "," caught with rolling amesha during trawl","false","Kvichak","AC;ED;DH;SH","Ryer Island","10/11/2023","RYER-N","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NW"," 4=flood",53,19.3,8.54,12925,7.8,10.2,0.16,0.38,7.3," 1=absent",2," Inside",NA," false"," ",2023-10-11,2023,10,"2023-10-11 00:00","Fall"
"381",8407,13867,"OTTTRA07-RYER-11OCT2023","false","Trawl","OTTTRA",""," 1. No twists; snags; or tears"," 2= against flow"," ",2.5,NA,NA,NA,"","13:06","13:16",10,NA,NA,38.083305,122.012593,38.081557,122.017709,31510,115628,142489,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","1.Boat","03",NA," 34-66%"," Garmin 5",7," "," maeotias may be from last trawl","false","Kvichak","AC;ED;DH;SH","Ryer Island","10/11/2023","RYER-N","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NW"," 4=flood",53,19.3,8.54,12925,7.8,10.2,0.16,0.38,7.3," 1=absent",2," Inside",NA," false"," ",2023-10-11,2023,10,"2023-10-11 13:06","Fall"
