OrganismID,OrganismCode,FishCode,Code_UCDAVIS,Code_YBFM,CommonName,Category,Species,Genus,Family,Order,Class,Phylum,Native,State Status,Federal Status,Status Abrev,LifeStage,FishDiet,Legend_Clams,Legend_Fish_Color_hex,Legend_Fish,Legend_Macro,Legend_Meso,Analy,Analy2,CN
237,111,,,,Hyalella,Invertebrate,,Hyalella,Hyalellidae,Amphipoda,Malacostraca,Arthropoda,,,,,adult,TRUE,Present,,,Amphipoda Adult,Amphipoda,Gammaridae,Amphipoda,Hyalella
238,137,,,,Hydra,Invertebrate,,Hydra,Hydridae,Hydrida,Hydrozoa,Cnidaria,,,,,adult,FALSE,Present,,,Cnidaria,Cnidaria,Cnidaria,Cnidaria,Hydra
239,10002,,,,Hydraenidae adult,Invertebrate,,,Hydraenidea,Coleoptera,Insecta,Arthropoda,,,,,adult,FALSE,Present,,,Insecta Adult,Insecta,Coleoptera,Insecta,Hydraenidae
240,10018,,,,Hydrobiidae,Invertebrate,,,Hydrobiidae,Littorinimorpha,Gastropoda,Mollusca,,,,,adult,FALSE,Present,,,Mollusca,Mollusca,Gastropoda,Mollusca,Hydrobiidae
241,124,,,,Hydrometridae,Invertebrate,,,Hydrometridae,Hemiptera,Insecta,Arthropoda,,,,,adult,TRUE,Present,,,Insecta Adult,Insecta,Hemiptera,Insecta,Hydrometridae
242,157,,,,Hydrophilidae Adult Beetle,Invertebrate,,,Hydrophilidae,Coleoptera,Insecta,Arthropoda,,,,,adult,TRUE,Present,,,Insecta Adult,Insecta,Coleoptera,Insecta,Hydrophilidae
243,113,,,,Hydrophilidae Larvae Beetle,Invertebrate,,,Hydrophilide,Coleoptera,Insecta,Arthropoda,,,,,larvae,TRUE,Present,,,Insecta Larvae,Insecta,Coleoptera,Insecta,Hydrophilidae
244,190,,,,Hydroptilidae Adult Caddisfly,Invertebrate,,,Hydroptilidae,Trichoptera,Insecta,Arthropoda,,,,,adult,TRUE,Present,,,Insecta Adult,Insecta,Trichoptera,Insecta,Hydroptilidae
245,133,,,,Hydroptilidae Larvae Caddisfly,Invertebrate,,,Hydroptilidae,Trichoptera,Insecta,Arthropoda,,,,,larvae,TRUE,Present,,,Insecta Larvae,Insecta,Trichoptera,Insecta,Hydroptilidae
246,10029,,,,Hydroptilidae Pupae Caddisfly,Invertebrate,,,Hydroptilidae,Trichoptera,Insecta,Arthropoda,,,,,,FALSE,Present,,,Insecta Larvae,Insecta,Trichoptera,Insecta,Hydroptilidae
247,10020,,,,Hydroscaphidae Adult,Invertebrate,,,Hydroscaphidae,Coleoptera,Insecta,Arthropoda,,,,,adult,FALSE,Present,,,Insecta Adult,Insecta,Diptera,Insecta,Hydroscaphidae
248,463,,,,Hymenomonas sp.,Phytoplankton,,Hymenomonas,Hymenomonadaceae,Cocconeidales,,Haptophyta,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
249,128,,,,Hymenoptera Other,Invertebrate,,,,Hymenoptera,Insecta,Arthropoda,,,,,adult,TRUE,Present,,,Insecta Adult,Insecta,Hymenoptera,Insecta,Hymenoptera Other
250,226,,,,Hyperacanthomysis longirostris,Invertebrate,longirostris,Hyperacanthomysis,Mysidae,Mysidacea,Malacostraca,Arthropoda,,,,,adult,FALSE,Present,,,Mysidacea,Mysidacea,Mysidacea,Mysidacea,Hyperacanthomysis longirostris
251,257,,,,Ilyocryptus,Zooplankton,,Ilyocryptus,Ilyocryptidae,Cladocera,Branchiopoda,Arthropoda,,,,,adult,FALSE,Present,,,,Cladocera,Cladocera,Cladocera,Ilyocryptus
252,11010,,,,Incisocalliope derzhavini,Invertebrate,derzhavini,Incisocalliope,Pleustidae,Amphipoda,Malacostraca,Arthropoda,,,,,,FALSE,Present,,,Amphipoda Adult,Amphipoda,Amphipoda,Amphipoda,Amphipod
254,4,,,,Insect larvae Other,Invertebrate,,,,,Insecta,Arthropoda,,,,,larvae,TRUE,Present,,,Insecta Larvae,Insecta,other,Insecta,Insect larvae Other
255,135,,,,Insect Unid,Invertebrate,,,,,Insecta,Arthropoda,,,,,,TRUE,Present,,,Insecta Adult,Insecta,other,Insecta,Insect Unid
256,222,,,,Invertebrate UNID,Invertebrate,,,,,,Unkown,,,,,,FALSE,Present,,,Other,Other,other,other,Invertebrate UNID
257,10008,,,,Isopod juvenile,Invertebrate,,,,Isopoda,Malacostraca,Arthropoda,,,,,larvae,FALSE,Present,,,Isopoda,Isopoda,Isopoda,Isopoda,Isopod Other
258,10005,,,,Isopod other,Invertebrate,NA,NA,NA,Isopoda,Malacostraca,Arthropoda,,,,,adult,FALSE,Present,,,Isopoda,Isopoda,Isopoda,Isopoda,Isopod other
259,73,,,,Isopods,Invertebrate,,,,Isopoda,Malacostraca,Arthropoda,,,,,adult,TRUE,Present,,,Isopoda,Isopoda,Isopoda,Isopoda,Isopod Other
261,11011,,,,Jelly Unid,Invertebrate,,,,Limnomedusae,Hydrozoa,Cnidaria,,,,,,FALSE,Present,,,Jellyfish,Jellyfish,Jellyfish,Jellyfish,Jellyfish Unid
263,464,,,,Katablepharis sp.,Phytoplankton,,Katablepharis,Katablepharidaceae,Katablephariales,,Katablepharidophyta,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
264,465,,,,Katodinium sp.,Phytoplankton,,Katodinium,Tovelliaceae,Gymnodiniales,,Miozoa,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
265,264,,,,Kellicottia,Zooplankton,,Kellicottia,Brachionidae,Ploima,Eurotatoria,Rotifera,,,,,adult,FALSE,Present,,,,Rotifera,Rotifera,Rotifera,Rotifer
266,90,,,,Keratella,Zooplankton,,Keratella,Brachionidae,Ploima,Monogononta,Rotifera,,,,,adult,FALSE,Present,,,,Rotifera,Rotifera,Rotifera,Rotifer
267,466,,,,Kirchneriella sp.,Phytoplankton,,Kirchneriella,Selenastraceae,Sphaeropleales,,Chlorophyta,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
268,467,,,,Klebsormidium sp.,Phytoplankton,,Klebsormidium,Klebsormidiaceae,Klebsormidiales,,Charophyta,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
269,468,,,,Lagerheimia chodatii,Phytoplankton,chodatii,Lagerheimia,Oocystaceae,Chlorellales,,Chlorophyta,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
270,469,,,,Lagerheimia sp.,Phytoplankton,,Lagerheimia,Oocystaceae,Chlorellales,,Chlorophyta,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
273,269,,,,Latona,Zooplankton,,Latona,Sididae,Cladocera,Branchiopoda,Arthropoda,,,,,adult,FALSE,Present,,,,Cladocera,Cladocera,Cladocera,Latona
274,10014,,,,Leafhopper adult,Invertebrate,,,Cicadellidae,Hemiptera,Insecta,Arthropoda,,,,,adult,FALSE,Present,,,Insecta Adult,Insecta,Lepidoptera,Insecta,Other
275,10016,,,,Leafhopper juvenile,Invertebrate,,,,Hemiptera,insecta,Arthropoda,,,,,larvae,FALSE,Present,,,Insecta Larvae,Insecta,Hemiptera,Insecta,Hemiptera Other
276,101,,,,Leech,Invertebrate,,,,,Hirudinea,Annelida,,,,,adult,FALSE,Present,,,Annelida,Annelida,Annelida,Annelida,leech
277,470,,,,Lemnicola sp.,Phytoplankton,,Lemnicola,Achnanthidiaceae,Cocconeidales,,Bacillariophyta,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
278,471,,,,Lepidodinium sp.,Phytoplankton,,Lepidodinium,Geminigeraceae,Gymnodiniales,,Miozoa,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
279,163,,,,Lepidoptera Larvae,Invertebrate,,,,Lepidoptera,Insecta,Arthropoda,,,,,larvae,TRUE,Present,,,Insecta Larvae,Insecta,Lepidoptera,Insecta,Other
280,10028,,,,Lepidoptera pupae,Invertebrate,,,,Lepidoptera,Insecta,Arthropoda,,,,,pupae,FALSE,Present,,,Insecta Pupae,Insecta,Lepidoptera,Insecta,Other
281,472,,,,Lepocinclis ovum,Phytoplankton,ovum,Lepocinclis,Phacaceae,Euglenales,,Euglenophyta,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
282,473,,,,Lepocinclis sp.,Phytoplankton,,Lepocinclis,Phacaceae,Euglenales,,Euglenophyta,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
283,268,,,,Leptodora,Zooplankton,,Leptodora,Leptodoridae,Cladocera,Brachiopoda,Arthropoda,,,,,adult,FALSE,Present,,,,Cladocera,Cladocera,Cladocera,Leptodora
284,206,,,,Leptohyphidae mayfly larvae,Invertebrate,minutus,Tricorythodes,Leptohyphidae,Ephemeroptera,Insecta,Arthropoda,,,,,larvae,TRUE,Present,,,Insecta Larvae,Insecta,Ephemeroptera,Insecta,Ephemeroptera Other
285,474,,,,Leptolyngbya sp.,Phytoplankton,,Leptolyngbya,Leptolyngbyaceae,Synechococcales,,Cyanobacteria,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
286,475,,,,Leucocryptos marina,Phytoplankton,marina,Leucocryptos,Katablepharidaceae,Katablephariales,,Katablepharidophyta,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
287,181,,,,Libellulidae,Invertebrate,,,Libellulidae,Odonata,Insecta,Arthropoda,,,,,larvae,FALSE,Present,,,Insecta Adult,Insecta,Odonata,Insecta,Libellulidae
288,315,,,,Ligidium,Zooplankton,lates,Ligidium,Ligiidae,Isopoda,Malacostraca,Arthropoda,,,,,adult,FALSE,Present,,,Isopoda,Isopoda,Isopoda,Isopoda,Ligidium
289,84,,,,Limnoithona juvenile,Zooplankton,,,,Cyclopoida,Copepoda,Arthropoda,,,,,larvae,TRUE,Present,,,,Cyclopoida Juv,Cyclopoida,Copepoda,Limnoithona juvenile
290,25,,,,Limnoithona sinensis,Zooplankton,sinensis,Limnoithona,,Cyclopoida,Copepoda,Arthropoda,,,,,adult,FALSE,Present,,,,Cyclopoida Adult,Cyclopoida,Copepoda,Limnoithona sinensis
291,24,,,,Limnoithona spp.,Zooplankton,spp.,Limnothoina,,Cyclopoida,Copepoda,Arthropoda,,,,,adult,FALSE,Present,,,,Cyclopoida Adult,Cyclopoida,Copepoda,Limnoithona spp.
292,26,,,,Limnoithona tetraspina,Zooplankton,tetraspina,Limnoithona,,Cyclopoida,Copepoda,Arthropoda,,,,,adult,FALSE,Present,,,,Cyclopoida Adult,Cyclopoida,Copepoda,Limnoithona tetraspina
293,200,,,,limpet,Invertebrate,californica,Ferrissia,Ancylus,Limnophila,Gastropoda,Mollusca,,,,,adult,FALSE,Present,,,Mollusca,Mollusca,Gastropoda,Mollusca,limpet
296,180,,,,Lumbricidae,Invertebrate,,,Lumbricidae,Haplotaxida,Oligochaeta,Annelida,,,,,adult,FALSE,Present,,,Annelida,Annelida,Annelida,Annelida,Oligocheate
297,189,,,,Lymnaea,Invertebrate,,Lymnaea,Lymnaeidae,Basommatophora,Gastropoda,Mollusca,,,,,adult,FALSE,Present,,,Mollusca,Mollusca,Gastropoda,Mollusca,Lymnaea
298,261,,,,Macrocyclops,Zooplankton,,Macrocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,,,,,adult,FALSE,Present,,,,Cyclopoida Adult,Cyclopoida,Copepoda,Macrocyclops
299,266,,,,Macrothricidae,Zooplankton,,,Macrothricidae,Cladocera,Branchiopoda,Arthropoda,,,,,adult,FALSE,Present,,,,Cladocera,Cladocera,Cladocera,Macrothricidae
301,10012,,,,Magnificent Bryozoan,Invertebrate,Pectinatella magnifica,Pectinatella,Pectinatellidae,Plumatellida,Phylactolaemata,Bryozoa,,,,,adult,FALSE,Present,,,Other,Other,Bryozoa,other,Other
302,79,,,,Malcostraca Other,Invertebrate,,,,,Malacostraca,Arthropoda,,,,,adult,TRUE,Present,,,Other,Other,other,other,Malcostraca Other
303,476,,,,Mallomonas akrokomos,Phytoplankton,akrokomos,Mallomonas,Mallomonadaceae,Synurales,,Ochrophyta,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
304,477,,,,Mallomonas sp.,Phytoplankton,,Mallomonas,Mallomonadaceae,Synurales,,Ochrophyta,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
305,144,,,,Melanoides tuberculata,Invertebrate,tuberculata,Melanoides,Thiaridae,,Gastropoda,Mollusca,,,,,adult,FALSE,Present,,,Mollusca,Mollusca,Gastropoda,Mollusca,Melanoides tuberculata
306,253,,,,Melita,Invertebrate,,Melita,Hadzioidea,Amphipoda,Malacostraca,Arthropoda,,,,,adult,TRUE,Present,,,Amphipoda Adult,Amphipoda,Gammaridae,Amphipoda,Amphipod
307,478,,,,Melosira sp.,Phytoplankton,,Melosira,Melosiraceae,Melosirales,,Bacillariophyta,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
308,479,,,,Melosira varians,Phytoplankton,varians,Melosira,Melosiraceae,Melosirales,,Bacillariophyta,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
309,480,,,,Merismopedia sp.,Phytoplankton,,Merismopedia,Merismopediaceae,Synechococcales,,Cyanobacteria,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
310,263,,,,Mesocyclops,Zooplankton,,Mesocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,,,,,adult,FALSE,Present,,,,Cyclopoida Adult,Cyclopoida,Copepoda,Mesocyclops
311,481,,,,Mesoporos perforatus,Phytoplankton,perforatus,Mesoporos,Prorocentraceae,Prorocentrales,,Miozoa,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
312,125,,,,Mesoveliidae,Invertebrate,,,Mesoveliidae,Hemiptera,Insecta,Arthropoda,,,,,adult,TRUE,Present,,,Insecta Adult,Insecta,Hemiptera,Insecta,Mesoveliidae
313,316,,,,Microcyclops,Zooplankton,,Microcyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,,,,,adult,FALSE,Present,,,,Cyclopoida Adult,Cyclopoida,Copepoda,Microcyclops
314,482,,,,Microcystis sp.,Phytoplankton,,Microcystis,Microcystaceae,Chroococcales,,Cyanobacteria,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
316,106,,,,Mite,Invertebrate,,,,Hydracarina,Arachnida,Arthropoda,,,,,adult,FALSE,Present,,,Arachnida,Arachnida,Arachnida,Arachnida,Mite
318,251,,,,Moina,Zooplankton,,Moina,Moinidae,Cladocera,Branchiopoda,Arthropoda,,,,,adult,TRUE,Present,,,,Cladocera,Cladocera,Cladocera,Moina
319,483,,,,Monoraphidium arcuatum,Phytoplankton,arcuatum,Monoraphidium,Selenastraceae,Sphaeropleales,,Chlorophyta,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
320,484,,,,Monoraphidium caribeum,Phytoplankton,caribeum,Monoraphidium,Selenastraceae,Sphaeropleales,,Chlorophyta,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
321,485,,,,Monoraphidium circinale,Phytoplankton,circinale,Monoraphidium,Selenastraceae,Sphaeropleales,,Chlorophyta,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
322,486,,,,Monoraphidium contortum,Phytoplankton,contortum,Monoraphidium,Selenastraceae,Sphaeropleales,,Chlorophyta,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
323,487,,,,Monoraphidium griffithii,Phytoplankton,griffithii,Monoraphidium,Selenastraceae,Sphaeropleales,,Chlorophyta,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
324,488,,,,Monoraphidium komarkovae,Phytoplankton,komarkovae,Monoraphidium,Selenastraceae,Sphaeropleales,,Chlorophyta,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
325,489,,,,Monoraphidium minutum,Phytoplankton,minutum,Monoraphidium,Selenastraceae,Sphaeropleales,,Chlorophyta,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
326,490,,,,Monoraphidium tortile,Phytoplankton,tortile,Monoraphidium,Selenastraceae,Sphaeropleales,,Chlorophyta,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
330,491,,,,Mougeotia sp.,Phytoplankton,,Mougeotia,Zygnemataceae,Zygnematales,,Charophyta,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
331,10004,,,,Munnidae,Invertebrate,NA,NA,Munnidae,Isopoda,Malacostraca,Arthropoda,,,,,adult,FALSE,Present,,,Isopoda,Isopoda,Isopoda,Isopoda,Munnidae
332,10019,,,,Muscidae,Invertebrate,,,Muscidae,Diptera,Insecta,Arthropoda,,,,,larvae,FALSE,Present,,,Insecta Adult,Insecta,Diptera,Insecta,Muscidae
333,245,,,,Musculium,Invertebrate,,Musculium,Sphaeriidae,Veneroida,Bivalvia,Mollusca,,,,,adult,FALSE,Clam Other,,,Bivalvia,Other,Bivalvia,Mollusca,Clam Other
334,225,,,,Mysid juvenile,Invertebrate,,,Mysidae,Mysidacea,Malacostraca,Arthropoda,,,,,larvae,FALSE,Present,,,Mysidacea,Mysidacea,Mysidacea,Mysidacea,Mysid juvenile
335,71,,,,Mysid Other,Invertebrate,,,,Mysidacea,Malacostraca,Arthropoda,,,,,adult,TRUE,Present,,,Mysidacea,Mysidacea,Mysidacea,Mysidacea,Mysid Other
336,492,,,,Navicula sp.,Phytoplankton,,Navicula,Naviculaceae,Naviculales,,Bacillariophyta,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
337,194,,,,Nematocera pupae,Invertebrate,,,,Diptera,Insecta,Arthropoda,,,,,pupae,TRUE,Present,,,Insecta Pupae,Insecta,Diptera,Insecta,Diptera Other
338,145,,,,Nematode,Invertebrate,,,,,,Nematoda,,,,,adult,FALSE,Present,,,Nematoda,Nematoda,Nematoda,Nematoda,Nematode
339,241,,,,Nemertea,Invertebrate,,,,,,Nemertea,,,,,adult,FALSE,Present,,,Nemertea,Nemertea,Nemertea,Nemertea,Nemertea
340,18,,,,Neomysis kadiakensis,Invertebrate,kadiakensis,Neomysis,,Mysidacea,Malacostraca,Arthropoda,,,,,adult,TRUE,Present,,,Mysidacea,Mysidacea,Mysidacea,Mysidacea,Neomysis kadiakensis
341,19,,,,Neomysis mercedis,Invertebrate,mercedis,Neomysis,,Mysidacea,Malacostraca,Arthropoda,,,,,adult,TRUE,Present,,,Mysidacea,Mysidacea,Mysidacea,Mysidacea,Neomysis mercedis
342,493,,,,Nephrochlamys sp.,Phytoplankton,,Nephrochlamys,Oocystaceae,Chlorellales,,Chlorophyta,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
343,244,,,,Nepidae,Invertebrate,,,Nepidae,Hemiptera,Insecta,Arthropoda,,,,,adult,FALSE,Present,,,Insecta Adult,Insecta,Hemiptera,Insecta,Nepidae
344,494,,,,Nitzschia sp.,Phytoplankton,,Nitzschia,Bacillariaceae,Bacillariales,,Bacillariophyta,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
347,201,,,,Noteridae adult,Invertebrate,,,Noteridae,Coleoptera,Insecta,Arthropoda,,,,,adult,TRUE,Present,,,Insecta Adult,Insecta,Coleoptera,Insecta,Noteridae
348,11000,,,,Notonectidae,Invertebrate,,,Notonectidae,Hemiptera,Insecta,Arthropoda,,,,,,FALSE,Present,,,Insecta Adult,Insecta,Hemiptera,Insecta,Notonectidae
349,260,,,,Nudibranch,Invertebrate,,,,Nudibranchia,Gastropoda,Mollusca,,,,,adult,FALSE,Present,,,Mollusca,Mollusca,Gastropoda,Mollusca,Other
350,495,,,,Ochromonas sp.,Phytoplankton,,Ochromonas,Chromulinaceae,Chromulinales,,Ochrophyta,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
351,131,,,,Odonata Other,Invertebrate,,,,Odonata,Insecta,Arthropoda,,,,,larvae,FALSE,Present,,,Insecta Adult,Insecta,Odonata,Insecta,Odonata Other
352,496,,,,Oedogonium sp.,Phytoplankton,,Oedogonium,Oedogoniaceae,Oedogoniales,,Chlorophyta,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
353,23,,,,Oithona davisae,Zooplankton,davisae,Oithona,,Cyclopoida,Copepoda,Arthropoda,,,,,adult,TRUE,Present,,,,Cyclopoida Adult,Cyclopoida,Copepoda,Oithona davisae
354,85,,,,Oithona juvenile,Zooplankton,,,,Cyclopoida,Copepoda,Arthropoda,,,,,larvae,TRUE,Present,,,,Cyclopoida Adult,Cyclopoida,Copepoda,Oithona juvenile
355,22,,,,Oithona similis,Zooplankton,similis,Oithona,,Cyclopoida,Copepoda,Arthropoda,,,,,adult,TRUE,Present,,,,Cyclopoida Adult,Cyclopoida,Copepoda,Oithona similis
356,27,,,,Oithona spp.,Zooplankton,spp,Oithona,,Cyclopoida,Copepoda,Arthropoda,,,,,adult,TRUE,Present,,,,Cyclopoida Adult,Cyclopoida,Copepoda,Oithona spp.
357,102,,,,Oligocheate,Invertebrate,,,,,Oligocheata,Annelida,,,,,adult,FALSE,Present,,,Annelida,Annelida,Annelida,Annelida,Oligocheate
358,497,,,,Oocystis solitaria,Phytoplankton,solitaria,Oocystis,Oocystaceae,Chlorellales,,Chlorophyta,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
359,191,,,,Orthoptera,Invertebrate,,,,Orthoptera,Insecta,Arthropoda,,,,,adult,TRUE,Present,,,Insecta Adult,Insecta,Orthoptera,Insecta,Orthoptera
360,498,,,,Oscillatoria sp.,Phytoplankton,,Oscillatoria,Oscillatoriaceae,Oscillatoriales,,Cyanobacteria,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
362,36,,,,Osphranticum,Zooplankton,labronectum,Osphranticum,,Calanoida,Copepoda,Arthropoda,,,,,adult,TRUE,Present,,,,Calanoida Adult,Calanoida,Copepoda,Osphranticum
363,307,,,,Osphranticum (gravid),Zooplankton,labronectum,Osphranticum,,Calanoida,Copepoda,Arthropoda,,,,,adult,FALSE,Present,,,,Calanoida Adult,Calanoida,Copepoda,Osphranticum (gravid)
364,10,,,,Ostracods,Invertebrate,,,,,Ostacoda,Arthropoda,,,,,adult,FALSE,Present,,,Ostracoda,Ostracoda,Ostracoda,Ostracoda,Ostracods
365,305,,,,P. forbesi (gravid),Zooplankton,forbesi,Pseudodiaptomus,,Calanoida,Copepoda,Arthropoda,,,,,adult,FALSE,Present,,,,Calanoida Adult,Calanoida,Copepoda,P. forbesi (gravid)
366,309,,,,P. marinus (gravid),Zooplankton,marinus,Pseudodiaptomus,,Calanoida,Copepoda,Arthropoda,,,,,adult,FALSE,Present,,,,Calanoida Adult,Calanoida,Copepoda,P. marinus (gravid)
372,499,,,,Pandorina sp.,Phytoplankton,,Pandorina,Volvocaceae,Chlamydomonadales,,Chlorophyta,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
373,311,,,,Paracyclops,Zooplankton,,Paracyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,,,,,adult,FALSE,Present,,,,Cyclopoida Adult,Cyclopoida,Copepoda,Paracyclops
374,312,,,,Parasitic Copepod,Zooplankton,,,,,Copepoda,Arthropoda,,,,,,FALSE,Present,,,,Other,other,Copepoda,Parasitic Copepod
375,500,,,,Pediastrum boryanum,Phytoplankton,boryanum,Pediastrum,Hydrodictyaceae,Sphaeropleales,,Chlorophyta,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
376,501,,,,Pediastrum sp.,Phytoplankton,,Pediastrum,Hydrodictyaceae,Sphaeropleales,,Chlorophyta,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
377,577,,,,Pennales UNID,Phytoplankton,NA,NA,NA,Pennales,,Bacillariophyta,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
378,502,,,,Peridinium sp.,Phytoplankton,,Peridinium,Peridiniaceae,Peridiniales,,Miozoa,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
379,503,,,,Phacus sp.,Phytoplankton,,Phacus,Phacaceae,Euglenales,,Euglenophyta,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
380,504,,,,Phormidium granulatum,Phytoplankton,granulatum,Phormidium,Oscillatoriaceae,Oscillatoriales,,Cyanobacteria,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
381,505,,,,Phormidium sp.,Phytoplankton,,Phormidium,Oscillatoriaceae,Oscillatoriales,,Cyanobacteria,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
382,169,,,,Physa,Invertebrate,,Physa,Physidae,,Gastropoda,Mollusca,,,,,adult,FALSE,Present,,,Mollusca,Mollusca,Gastropoda,Mollusca,Physa
383,204,,,,Pisidium,Invertebrate,casertanum,Pisidium,,,Bivalvia,Mollusca,,,,,adult,TRUE,Clam Other,,,Bivalvia,Other,Bivalva,Mollusca,Clam Other
384,506,,,,Plagioselmis sp.,Phytoplankton,,Plagioselmis,Geminigeraceae,Pyrenomonadales,,Cryptophyta,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
386,147,,,,Planaria,Invertebrate,tigrina,Girardia,Dugesiidae,Tricladida,Rhabditophora,Platyhelminthes,,,,,adult,FALSE,Present,,,Platyhelminthes,Platyhelminthes,Platyhelminthes,Platyhelminthes,Planaria
387,507,,,,Planktolyngbya sp.,Phytoplankton,,Planktolyngbya,Leptolyngbyaceae,Synechococcales,,Cyanobacteria,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
388,170,,,,Planorbella,Invertebrate,,Planorbella,Planorbidae,,Gastropoda,Mollusca,,,,,adult,FALSE,Present,,,Mollusca,Mollusca,Gastropoda,Mollusca,Planorbella
389,172,,,,Planorbidae other/UNID,Invertebrate,,,Planorbidae,,Gastropoda,Mollusca,,,,,adult,FALSE,Present,,,Mollusca,Mollusca,Gastropoda,Mollusca,Snail Other
390,508,,,,Planothidium sp.,Phytoplankton,,Planothidium,Achnanthidiaceae,Cocconeidales,,Bacillariophyta,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
391,97,,,,Plant material UNID,FishParts,,,,,,,,,,,,FALSE,Present,,,,,other,other,Plant material UNID
392,256,,,,Platyias,Zooplankton,,Platyias,Brachionidae,Ploima,Eurotatoria,Rotifera,,,,,adult,FALSE,Present,,,,Rotifera,Rotifera,Rotifera,Rotifer
393,509,,,,Pleurosigma sp.,Phytoplankton,,Pleurosigma,Pleurosigmataceae,Naviculales,,Bacillariophyta,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
394,510,,,,Pleurosira laevis,Phytoplankton,laevis,Pleurosira,Eupodiscaceae,Eupodiscales,,Bacillariophyta,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
395,91,,,,Polyarthra,Zooplankton,,Polyarthra,Synchaetidae,Ploima,Monogononta,Rotifera,,,,,adult,FALSE,Present,,,,Rotifera,Rotifera,Rotifera,Rotifer
396,198,,,,Polycentripodidae larvae,Invertebrate,,,Polycentripodidae,Trichoptera,Insecta,Arthropoda,,,,,larvae,TRUE,Present,,,Insecta Larvae,Insecta,Trichoptera,Insecta,Polycentripodidae larvae
397,220,,,,Polychaete,Invertebrate,,,,,Polychaeta,Annelida,,,,,adult,FALSE,Present,,,Annelida,Annelida,Annelida,Annelida,Polychaeate
401,146,,,,Prostoma,Invertebrate,,Prostoma,Tetrastemmatidae,Monostilifera,Enopla,Nemertea,,,,,adult,FALSE,Present,,,Nemertea,Nemertea,Nemertea,Nemertea,Nemertea
402,511,,,,Protoceratium sp.,Phytoplankton,,Protoceratium,Protoceratiaceae,Gonyaulacales,,Miozoa,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
403,512,,,,Pseudanabaena mucicola,Phytoplankton,mucicola,Pseudanabaena,Pseudanabaenaceae,Synechococcales,,Cyanobacteria,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
